human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,17,2,4,89.47
ACKR3,ackr3b,15,0,8,100.0
ACKR4,ackr4b,18,5,2,78.26
ADCYAP1R1,adcyap1r1a,24,0,0,100.0
ADGRA1,adgra1a,14,7,2,66.67
ADGRA2,adgra2,12,9,0,57.14
ADGRA3,adgra3,14,10,2,58.33
ADGRB1,adgrb1a,25,0,1,100.0
ADGRB1,adgrb1b,24,0,2,100.0
ADGRB2,adgrb2,22,0,4,100.0
ADGRB3,adgrb3,22,0,1,100.0
ADGRD1,adgrd1,1,14,10,6.67
ADGRD2,adgrd2,18,3,2,85.71
ADGRE5,adgre5a,0,3,23,0.0
ADGRE5,adgre5b.2,14,6,6,70.0
ADGRE5,adgre5b.3,8,5,13,61.54
ADGRF3,adgrf3a,9,4,10,69.23
ADGRF3,adgrf3b,6,5,12,54.55
ADGRG1,adgrg1,8,9,11,47.06
ADGRG2,adgrg2a,16,2,10,88.89
ADGRG6,adgrg6,11,6,9,64.71
ADGRG7,adgrg7.2,6,4,15,60.0
ADGRL1,adgrl1a,19,2,2,90.48
ADGRL2,adgrl2a,19,2,1,90.48
ADGRL2,adgrl2b.1,0,7,15,0.0
ADGRL3,adgrl3.1,20,0,2,100.0
ADGRL4,adgrl4,21,2,2,91.3
ADORA1,adora1b,21,3,0,87.5
ADORA2A,adora2aa,23,2,0,92.0
ADORA2A,adora2ab,19,3,3,86.36
ADORA2B,adora2b,22,3,0,88.0
ADRA1A,adra1aa,20,4,1,83.33
ADRA1A,adra1ab,20,3,2,86.96
ADRA1B,adra1ba,23,0,1,100.0
ADRA1B,adra1bb,21,1,2,95.45
ADRA1D,adra1d,18,5,2,78.26
ADRA2A,adra2a,22,2,0,91.67
ADRA2B,adra2b,23,1,1,95.83
ADRA2C,adra2c,23,2,0,92.0
ADRB1,adrb1,22,2,0,91.67
ADRB2,adrb2a,24,1,1,96.0
ADRB2,adrb2b,24,1,1,96.0
ADRB3,adrb3a,21,4,1,84.0
ADRB3,adrb3b,19,5,2,79.17
AGTR1,agtr1a,11,4,9,73.33
AGTR1,agtr1b,10,4,10,71.43
AGTR2,agtr2,13,1,13,92.86
APLNR,aplnra,21,5,0,80.77
APLNR,aplnrb,18,7,1,72.0
AVPR1A,avpr1aa,18,4,2,81.82
AVPR1A,avpr1ab,20,4,0,83.33
AVPR2,avpr2aa,10,3,7,76.92
AVPR2,avpr2ab,9,4,7,69.23
BDKRB1,bdkrb1,10,8,7,55.56
C5AR1,c5ar1,10,12,2,45.45
CALCR,calcr,20,2,4,90.91
CALCRL,calcrla,21,3,0,87.5
CALCRL,calcrlb,19,3,2,86.36
CASR,casr,22,1,1,95.65
CCKAR,cckar,21,2,2,91.3
CCKBR,cckbra,17,6,1,73.91
CCR10,ccr10,7,12,6,36.84
CCR2,ccr2,17,6,2,73.91
CCR6,ccr6a,4,2,16,66.67
CCR6,ccr6b,9,7,6,56.25
CCR7,ccr7,17,5,0,77.27
CCR8,ccr8.1,15,10,4,60.0
CCR9,ccr9a,0,1,27,0.0
CCR9,ccr9b,9,6,13,60.0
CELSR1,celsr1a,0,2,1,0.0
CELSR1,celsr1b,0,1,2,0.0
CELSR3,celsr3,0,4,4,0.0
CHRM1,chrm1a,21,1,2,95.45
CHRM2,chrm2a,19,3,1,86.36
CHRM2,chrm2b,21,2,0,91.3
CHRM3,chrm3a,21,2,0,91.3
CHRM3,chrm3b,21,0,2,100.0
CHRM4,chrm4a,25,0,1,100.0
CHRM4,chrm4b,21,4,1,84.0
CHRM5,chrm5a,21,0,2,100.0
CHRM5,chrm5b,20,1,2,95.24
CMKLR1,cmklr1,15,8,2,65.22
CMKLR2,cmklr2,9,6,9,60.0
CNR1,cnr1,17,3,2,85.0
CNR2,cnr2,12,9,0,57.14
CRHR1,crhr1,19,1,8,95.0
CRHR2,crhr2,0,0,28,0.0
CXCR1,cxcr1,16,4,4,80.0
CXCR2,cxcr2,16,6,2,72.73
CXCR3,cxcr3.1,1,5,17,16.67
CXCR3,cxcr3.2,14,6,3,70.0
CXCR4,cxcr4a,17,0,6,100.0
CXCR4,cxcr4b,19,3,1,86.36
CXCR5,cxcr5,13,9,2,59.09
CYSLTR1,cysltr1,20,6,1,76.92
DRD1,drd1a,24,0,1,100.0
DRD1,drd1b,23,1,1,95.83
DRD2,drd2a,23,0,2,100.0
DRD2,drd2b,24,0,1,100.0
DRD3,drd3,17,3,4,85.0
DRD4,drd4a,21,0,0,100.0
DRD4,drd4b,19,1,1,95.0
EDNRA,ednraa,1,2,25,33.33
EDNRA,ednrab,24,2,2,92.31
EDNRB,ednrba,22,1,1,95.65
EDNRB,ednrbb,23,0,1,100.0
F2R,f2r,14,5,9,73.68
F2RL1,f2rl1.1,15,11,3,57.69
