human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,15,4,2,78.95
ACKR3,ackr3b,14,3,4,82.35
ACKR4,ackr4b,3,1,15,75.0
ADCYAP1R1,adcyap1r1a,0,0,16,0.0
ADGRA1,adgra1a,7,3,2,70.0
ADGRA2,adgra2,1,2,16,33.33
ADGRA3,adgra3,0,1,16,0.0
ADGRB1,adgrb1a,1,5,12,16.67
ADGRB1,adgrb1b,16,0,2,100.0
ADGRB2,adgrb2,0,8,14,0.0
ADGRB3,adgrb3,1,0,16,100.0
ADGRD1,adgrd1,0,4,15,0.0
ADGRD2,adgrd2,7,1,7,87.5
ADGRE5,adgre5a,0,2,18,0.0
ADGRE5,adgre5b.2,5,3,12,62.5
ADGRE5,adgre5b.3,0,3,17,0.0
ADGRF3,adgrf3a,2,2,13,50.0
ADGRF3,adgrf3b,1,1,15,50.0
ADGRG1,adgrg1,7,3,7,70.0
ADGRG2,adgrg2a,0,0,18,0.0
ADGRG6,adgrg6,11,4,3,73.33
ADGRG7,adgrg7.2,0,5,14,0.0
ADGRL1,adgrl1a,15,0,3,100.0
ADGRL2,adgrl2a,3,1,13,75.0
ADGRL2,adgrl2b.1,0,0,17,0.0
ADGRL3,adgrl3.1,16,0,3,100.0
ADGRL4,adgrl4,0,1,18,0.0
ADORA1,adora1b,18,1,1,94.74
ADORA2A,adora2aa,19,0,0,100.0
ADORA2A,adora2ab,16,1,2,94.12
ADORA2B,adora2b,17,2,2,89.47
ADRA1A,adra1aa,15,2,5,88.24
ADRA1A,adra1ab,14,4,4,77.78
ADRA1B,adra1ba,18,3,1,85.71
ADRA1B,adra1bb,16,4,2,80.0
ADRA1D,adra1d,15,0,7,100.0
ADRA2A,adra2a,20,0,0,100.0
ADRA2B,adra2b,20,1,0,95.24
ADRA2C,adra2c,20,1,0,95.24
ADRB1,adrb1,16,2,1,88.89
ADRB2,adrb2a,17,2,2,89.47
ADRB2,adrb2b,16,3,2,84.21
ADRB3,adrb3a,16,1,5,94.12
ADRB3,adrb3b,14,1,7,93.33
AGTR1,agtr1a,4,3,16,57.14
AGTR1,agtr1b,4,1,18,80.0
AGTR2,agtr2,13,3,2,81.25
APLNR,aplnra,2,2,17,50.0
APLNR,aplnrb,1,3,17,25.0
AVPR1A,avpr1aa,13,5,4,72.22
AVPR1A,avpr1ab,14,4,4,77.78
AVPR2,avpr2aa,4,4,10,50.0
AVPR2,avpr2ab,1,4,13,20.0
BDKRB1,bdkrb1,11,10,2,52.38
C5AR1,c5ar1,6,10,4,37.5
CALCR,calcr,8,2,7,80.0
CALCRL,calcrla,11,5,1,68.75
CALCRL,calcrlb,10,5,2,66.67
CASR,casr,3,1,19,75.0
CCKAR,cckar,14,5,0,73.68
CCKBR,cckbra,17,2,2,89.47
CCR10,ccr10,2,4,15,33.33
CCR2,ccr2,2,1,17,66.67
CCR6,ccr6a,1,4,14,20.0
CCR6,ccr6b,0,4,15,0.0
CCR7,ccr7,2,1,15,66.67
CCR8,ccr8.1,11,3,7,78.57
CCR9,ccr9a,0,3,17,0.0
CCR9,ccr9b,9,7,4,56.25
CELSR1,celsr1a,0,0,0,0.0
CELSR1,celsr1b,0,0,0,0.0
CELSR3,celsr3,0,0,3,0.0
CHRM1,chrm1a,16,0,3,100.0
CHRM2,chrm2a,18,1,0,94.74
CHRM2,chrm2b,16,1,2,94.12
CHRM3,chrm3a,19,0,1,100.0
CHRM3,chrm3b,15,1,4,93.75
CHRM4,chrm4a,7,0,10,100.0
CHRM4,chrm4b,8,0,9,100.0
CHRM5,chrm5a,15,0,6,100.0
CHRM5,chrm5b,3,0,18,100.0
CMKLR1,cmklr1,13,5,2,72.22
CMKLR2,cmklr2,12,9,1,57.14
CNR1,cnr1,0,2,20,0.0
CNR2,cnr2,12,4,5,75.0
CRHR1,crhr1,6,0,13,100.0
CRHR2,crhr2,0,0,17,0.0
CXCR1,cxcr1,9,3,5,75.0
CXCR2,cxcr2,2,1,14,66.67
CXCR3,cxcr3.1,9,5,4,64.29
CXCR3,cxcr3.2,7,6,5,53.85
CXCR4,cxcr4a,13,5,3,72.22
CXCR4,cxcr4b,13,5,3,72.22
CXCR5,cxcr5,7,9,3,43.75
CYSLTR1,cysltr1,2,1,17,66.67
DRD1,drd1a,19,0,0,100.0
DRD1,drd1b,18,1,0,94.74
DRD2,drd2a,17,0,1,100.0
DRD2,drd2b,17,0,1,100.0
DRD3,drd3,14,2,2,87.5
DRD4,drd4a,18,1,1,94.74
DRD4,drd4b,19,1,0,95.0
EDNRA,ednraa,17,1,0,94.44
EDNRA,ednrab,16,1,1,94.12
EDNRB,ednrba,0,0,18,0.0
EDNRB,ednrbb,0,0,18,0.0
F2R,f2r,1,2,18,33.33
F2RL1,f2rl1.1,11,9,1,55.0
F2RL1,f2rl1.2,0,1,20,0.0
F2RL2,f2rl2,10,9,3,52.63
FPR1,fpr1,1,4,14,20.0
FSHR,fshr,1,0,19,100.0
FZD1,fzd1,23,0,0,100.0
FZD10,fzd10,0,0,1,0.0
FZD2,fzd2,0,2,17,0.0
FZD3,fzd3a,2,7,14,22.22
FZD3,fzd3b,6,1,16,85.71
FZD4,fzd4,23,1,0,95.83
FZD5,fzd5,0,0,25,0.0
FZD6,fzd6,1,2,21,33.33
FZD7,fzd7a,0,0,22,0.0
FZD7,fzd7b,0,1,21,0.0
FZD8,fzd8a,0,0,0,0.0
FZD8,fzd8b,0,0,0,0.0
FZD9,fzd9a,0,1,22,0.0
FZD9,fzd9b,1,6,16,14.29
GABBR1,gabbr1a,25,1,1,96.15
GABBR1,gabbr1b,17,1,9,94.44
GABBR2,gabbr2,28,0,0,100.0
GALR1,galr1a,15,2,0,88.24
GALR1,galr1b,10,5,2,66.67
GALR2,galr2a,13,6,2,68.42
GALR2,galr2b,12,8,1,60.0
GCGR,gcgra,4,5,11,44.44
GCGR,gcgrb,6,10,4,37.5
GHRHR,ghrhra,0,1,21,0.0
GHRHR,ghrhrb,0,1,21,0.0
