human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,15,4,2,78.95
ACKR3,ackr3b,15,5,1,75.0
ACKR4,ackr4b,8,2,9,80.0
ADCYAP1R1,adcyap1r1a,1,2,13,33.33
ADGRA1,adgra1a,7,3,2,70.0
ADGRA2,adgra2,2,4,13,33.33
ADGRA3,adgra3,0,1,16,0.0
ADGRB1,adgrb1a,1,11,6,8.33
ADGRB1,adgrb1b,16,0,2,100.0
ADGRB2,adgrb2,0,9,13,0.0
ADGRB3,adgrb3,4,0,13,100.0
ADGRD1,adgrd1,1,9,9,10.0
ADGRD2,adgrd2,8,1,6,88.89
ADGRE5,adgre5a,0,5,15,0.0
ADGRE5,adgre5b.2,8,4,8,66.67
ADGRE5,adgre5b.3,0,4,16,0.0
ADGRF3,adgrf3a,3,4,10,42.86
ADGRF3,adgrf3b,2,3,12,40.0
ADGRG1,adgrg1,7,3,7,70.0
ADGRG2,adgrg2a,3,3,12,50.0
ADGRG6,adgrg6,13,4,1,76.47
ADGRG7,adgrg7.2,0,7,12,0.0
ADGRL1,adgrl1a,16,0,2,100.0
ADGRL2,adgrl2a,9,1,7,90.0
ADGRL2,adgrl2b.1,0,0,17,0.0
ADGRL3,adgrl3.1,16,0,3,100.0
ADGRL4,adgrl4,0,5,14,0.0
ADORA1,adora1b,18,1,1,94.74
ADORA2A,adora2aa,19,0,0,100.0
ADORA2A,adora2ab,16,1,2,94.12
ADORA2B,adora2b,17,2,2,89.47
ADRA1A,adra1aa,15,3,4,83.33
ADRA1A,adra1ab,15,4,3,78.95
ADRA1B,adra1ba,18,3,1,85.71
ADRA1B,adra1bb,16,4,2,80.0
ADRA1D,adra1d,18,1,3,94.74
ADRA2A,adra2a,20,0,0,100.0
ADRA2B,adra2b,20,1,0,95.24
ADRA2C,adra2c,20,1,0,95.24
ADRB1,adrb1,16,2,1,88.89
ADRB2,adrb2a,17,2,2,89.47
ADRB2,adrb2b,16,4,1,80.0
ADRB3,adrb3a,17,1,4,94.44
ADRB3,adrb3b,16,2,4,88.89
AGTR1,agtr1a,5,7,11,41.67
AGTR1,agtr1b,5,3,15,62.5
AGTR2,agtr2,13,4,1,76.47
APLNR,aplnra,4,5,12,44.44
APLNR,aplnrb,1,8,12,11.11
AVPR1A,avpr1aa,13,5,4,72.22
AVPR1A,avpr1ab,14,5,3,73.68
AVPR2,avpr2aa,5,4,9,55.56
AVPR2,avpr2ab,3,5,10,37.5
BDKRB1,bdkrb1,11,10,2,52.38
C5AR1,c5ar1,6,10,4,37.5
CALCR,calcr,10,4,3,71.43
CALCRL,calcrla,12,5,0,70.59
CALCRL,calcrlb,10,5,2,66.67
CASR,casr,3,4,16,42.86
CCKAR,cckar,14,5,0,73.68
CCKBR,cckbra,17,2,2,89.47
CCR10,ccr10,5,4,12,55.56
CCR2,ccr2,7,1,12,87.5
CCR6,ccr6a,1,10,8,9.09
CCR6,ccr6b,0,5,14,0.0
CCR7,ccr7,2,2,14,50.0
CCR8,ccr8.1,12,6,3,66.67
CCR9,ccr9a,0,5,15,0.0
CCR9,ccr9b,10,8,2,55.56
CELSR1,celsr1a,0,0,0,0.0
CELSR1,celsr1b,0,0,0,0.0
CELSR3,celsr3,0,0,3,0.0
CHRM1,chrm1a,16,0,3,100.0
CHRM2,chrm2a,18,1,0,94.74
CHRM2,chrm2b,16,1,2,94.12
CHRM3,chrm3a,19,0,1,100.0
CHRM3,chrm3b,18,1,1,94.74
CHRM4,chrm4a,10,0,7,100.0
CHRM4,chrm4b,10,1,6,90.91
CHRM5,chrm5a,19,0,2,100.0
CHRM5,chrm5b,11,2,8,84.62
CMKLR1,cmklr1,13,6,1,68.42
CMKLR2,cmklr2,12,9,1,57.14
CNR1,cnr1,1,4,17,20.0
CNR2,cnr2,12,5,4,70.59
CRHR1,crhr1,7,1,11,87.5
CRHR2,crhr2,0,0,17,0.0
CXCR1,cxcr1,9,5,3,64.29
CXCR2,cxcr2,4,5,8,44.44
CXCR3,cxcr3.1,9,6,3,60.0
CXCR3,cxcr3.2,7,7,4,50.0
CXCR4,cxcr4a,14,6,1,70.0
CXCR4,cxcr4b,14,5,2,73.68
CXCR5,cxcr5,7,11,1,38.89
CYSLTR1,cysltr1,2,4,14,33.33
DRD1,drd1a,19,0,0,100.0
DRD1,drd1b,18,1,0,94.74
DRD2,drd2a,17,0,1,100.0
DRD2,drd2b,17,0,1,100.0
DRD3,drd3,15,2,1,88.24
DRD4,drd4a,19,1,0,95.0
DRD4,drd4b,19,1,0,95.0
EDNRA,ednraa,17,1,0,94.44
EDNRA,ednrab,16,1,1,94.12
EDNRB,ednrba,0,0,18,0.0
EDNRB,ednrbb,1,0,17,100.0
F2R,f2r,1,5,15,16.67
F2RL1,f2rl1.1,11,9,1,55.0
F2RL1,f2rl1.2,2,3,16,40.0
F2RL2,f2rl2,10,9,3,52.63
FPR1,fpr1,2,5,12,28.57
FSHR,fshr,3,1,16,75.0
FZD1,fzd1,23,0,0,100.0
FZD10,fzd10,0,0,1,0.0
FZD2,fzd2,1,3,15,25.0
FZD3,fzd3a,2,11,10,15.38
FZD3,fzd3b,13,1,9,92.86
FZD4,fzd4,23,1,0,95.83
FZD5,fzd5,0,0,25,0.0
FZD6,fzd6,4,5,15,44.44
FZD7,fzd7a,0,0,22,0.0
FZD7,fzd7b,0,4,18,0.0
FZD8,fzd8a,0,0,0,0.0
FZD8,fzd8b,0,0,0,0.0
FZD9,fzd9a,0,1,22,0.0
FZD9,fzd9b,3,8,12,27.27
GABBR1,gabbr1a,25,1,1,96.15
GABBR1,gabbr1b,21,1,5,95.45
GABBR2,gabbr2,28,0,0,100.0
GALR1,galr1a,15,2,0,88.24
GALR1,galr1b,10,5,2,66.67
GALR2,galr2a,13,6,2,68.42
GALR2,galr2b,12,8,1,60.0
GCGR,gcgra,4,7,9,36.36
GCGR,gcgrb,6,11,3,35.29
GHRHR,ghrhra,0,3,19,0.0
GHRHR,ghrhrb,1,3,18,25.0
GHSR,ghsra,15,0,1,100.0
GHSR,ghsrb,16,0,0,100.0
GIPR,gipr,12,1,6,92.31
GPBAR1,gpbar1,6,7,7,46.15
GPER1,gper1,11,2,6,84.62
GPR101,gpr101,10,8,1,55.56
GPR12,gpr12,18,2,0,90.0
GPR132,gpr132a,13,5,5,72.22
GPR132,gpr132b,1,9,13,10.0
GPR135,gpr135,7,8,2,46.67
GPR139,gpr139,15,2,2,88.24
GPR142,gpr142,0,8,9,0.0
GPR146,gpr146,14,5,1,73.68
GPR151,gpr151,1,11,9,8.33
GPR153,gpr153,20,3,0,86.96
GPR156,gpr156,6,10,2,37.5
GPR158,gpr158a,16,3,1,84.21
GPR158,gpr158b,14,4,2,77.78
GPR160,gpr160,5,12,10,29.41
GPR161,gpr161b,15,3,2,83.33
GPR17,gpr17,6,3,15,66.67
GPR171,gpr171,18,6,0,75.0
GPR173,gpr173,19,0,2,100.0
GPR174,gpr174,10,3,7,76.92
GPR176,gpr176,10,6,3,62.5
GPR18,gpr18,15,6,2,71.43
GPR183,gpr183a,11,8,2,57.89
GPR183,gpr183b,4,4,13,50.0
GPR19,gpr19,13,5,2,72.22
GPR20,gpr20,17,3,1,85.0
GPR22,gpr22a,4,2,15,66.67
GPR22,gpr22b,18,2,1,90.0
GPR25,gpr25,9,9,3,50.0
GPR26,gpr26,15,5,3,75.0
GPR27,gpr27,10,6,1,62.5
GPR3,gpr3,0,7,15,0.0
GPR34,gpr34a,16,4,1,80.0
GPR34,gpr34b,0,8,13,0.0
GPR35,gpr35.1,1,6,17,14.29
GPR37,gpr37a,2,3,15,40.0
GPR37,gpr37b,16,3,1,84.21
GPR37L1,gpr37l1a,11,1,10,91.67
GPR37L1,gpr37l1b,13,1,8,92.86
GPR39,gpr39,18,2,1,90.0
GPR4,gpr4,21,2,0,91.3
GPR45,gpr45,16,2,4,88.89
GPR52,gpr52,8,0,13,100.0
GPR55,gpr55a,4,4,13,50.0
GPR6,gpr6,15,4,1,78.95
GPR61,gpr61,15,3,3,83.33
GPR63,gpr63,7,1,14,87.5
