human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,0,1,20,0.0
ACKR3,ackr3b,8,2,11,80.0
ACKR4,ackr4b,6,2,3,75.0
ADCYAP1R1,adcyap1r1a,8,1,2,88.89
ADGRA1,adgra1a,1,6,16,14.29
ADGRA2,adgra2,13,4,2,76.47
ADGRA3,adgra3,15,4,1,78.95
ADGRB1,adgrb1a,15,2,5,88.24
ADGRB1,adgrb1b,20,2,0,90.91
ADGRB2,adgrb2,21,1,0,95.45
ADGRB3,adgrb3,0,1,22,0.0
ADGRD1,adgrd1,1,2,5,33.33
ADGRD2,adgrd2,3,2,7,60.0
ADGRE5,adgre5a,0,0,19,0.0
ADGRE5,adgre5b.2,4,3,12,57.14
ADGRE5,adgre5b.3,0,0,19,0.0
ADGRF3,adgrf3a,4,1,12,80.0
ADGRF3,adgrf3b,6,1,10,85.71
ADGRG1,adgrg1,4,4,4,50.0
ADGRG2,adgrg2a,4,0,5,100.0
ADGRG6,adgrg6,3,1,7,75.0
ADGRG7,adgrg7.2,2,3,6,40.0
ADGRL1,adgrl1a,13,0,2,100.0
ADGRL2,adgrl2a,10,1,5,90.91
ADGRL2,adgrl2b.1,0,0,16,0.0
ADGRL3,adgrl3.1,9,1,1,90.0
ADGRL4,adgrl4,9,2,1,81.82
ADORA1,adora1b,12,2,3,85.71
ADORA2A,adora2aa,15,3,3,83.33
ADORA2A,adora2ab,14,3,4,82.35
ADORA2B,adora2b,16,3,4,84.21
ADRA1A,adra1aa,12,3,2,80.0
ADRA1A,adra1ab,12,3,2,80.0
ADRA1B,adra1ba,9,2,7,81.82
ADRA1B,adra1bb,9,3,6,75.0
ADRA1D,adra1d,16,1,0,94.12
ADRA2A,adra2a,8,0,10,100.0
ADRA2B,adra2b,11,4,1,73.33
ADRA2C,adra2c,14,1,3,93.33
ADRB1,adrb1,6,1,15,85.71
ADRB2,adrb2a,11,8,4,57.89
ADRB2,adrb2b,12,5,6,70.59
ADRB3,adrb3a,8,2,13,80.0
ADRB3,adrb3b,10,4,9,71.43
AGTR1,agtr1a,5,3,17,62.5
AGTR1,agtr1b,4,1,20,80.0
AGTR2,agtr2,8,2,17,80.0
APLNR,aplnra,0,0,20,0.0
APLNR,aplnrb,0,0,20,0.0
AVPR1A,avpr1aa,11,3,12,78.57
AVPR1A,avpr1ab,10,2,14,83.33
AVPR2,avpr2aa,4,1,15,80.0
AVPR2,avpr2ab,4,2,14,66.67
BDKRB1,bdkrb1,3,8,8,27.27
C5AR1,c5ar1,1,9,7,10.0
CALCR,calcr,3,0,2,100.0
CALCRL,calcrla,5,2,0,71.43
CALCRL,calcrlb,4,2,1,66.67
CASR,casr,24,1,3,96.0
CCKAR,cckar,15,3,3,83.33
CCKBR,cckbra,10,4,9,71.43
CCR10,ccr10,1,5,7,16.67
CCR2,ccr2,3,4,13,42.86
CCR6,ccr6a,4,3,7,57.14
CCR6,ccr6b,2,4,8,33.33
CCR7,ccr7,7,4,5,63.64
CCR8,ccr8.1,0,1,13,0.0
CCR9,ccr9a,6,2,9,75.0
CCR9,ccr9b,4,4,9,50.0
CELSR1,celsr1a,0,0,2,0.0
CELSR1,celsr1b,0,0,2,0.0
CELSR3,celsr3,0,2,13,0.0
CHRM1,chrm1a,13,4,5,76.47
CHRM2,chrm2a,16,1,4,94.12
CHRM2,chrm2b,15,3,3,83.33
CHRM3,chrm3a,2,0,18,100.0
CHRM3,chrm3b,7,0,13,100.0
CHRM4,chrm4a,16,3,1,84.21
CHRM4,chrm4b,9,7,4,56.25
CHRM5,chrm5a,0,2,13,0.0
CHRM5,chrm5b,0,2,13,0.0
CMKLR1,cmklr1,3,6,15,33.33
CMKLR2,cmklr2,3,4,17,42.86
CNR1,cnr1,27,3,2,90.0
CNR2,cnr2,17,4,3,80.95
CRHR1,crhr1,6,0,5,100.0
CRHR2,crhr2,0,0,8,0.0
CXCR1,cxcr1,6,4,13,60.0
CXCR2,cxcr2,5,4,4,55.56
CXCR3,cxcr3.1,4,4,10,50.0
CXCR3,cxcr3.2,4,4,10,50.0
CXCR4,cxcr4a,4,3,13,57.14
CXCR4,cxcr4b,0,2,18,0.0
CXCR5,cxcr5,4,4,5,50.0
CYSLTR1,cysltr1,0,0,22,0.0
DRD1,drd1a,15,3,1,83.33
DRD1,drd1b,17,2,0,89.47
DRD2,drd2a,11,3,1,78.57
DRD2,drd2b,10,4,1,71.43
DRD3,drd3,15,1,3,93.75
DRD4,drd4a,12,5,6,70.59
DRD4,drd4b,1,0,22,100.0
EDNRA,ednraa,17,1,0,94.44
EDNRA,ednrab,11,3,4,78.57
EDNRB,ednrba,16,2,2,88.89
EDNRB,ednrbb,15,3,2,83.33
F2R,f2r,11,4,9,73.33
F2RL1,f2rl1.1,11,6,10,64.71
F2RL1,f2rl1.2,12,7,8,63.16
F2RL2,f2rl2,8,7,6,53.33
FPR1,fpr1,2,3,10,40.0
FSHR,fshr,18,4,5,81.82
FZD1,fzd1,22,3,0,88.0
FZD10,fzd10,24,1,2,96.0
FZD2,fzd2,22,2,0,91.67
FZD3,fzd3a,21,2,1,91.3
FZD3,fzd3b,20,2,2,90.91
FZD4,fzd4,22,5,2,81.48
FZD5,fzd5,20,2,3,90.91
FZD6,fzd6,20,1,5,95.24
FZD7,fzd7a,19,3,1,86.36
FZD7,fzd7b,20,2,1,90.91
FZD8,fzd8a,25,3,1,89.29
FZD8,fzd8b,22,5,2,81.48
FZD9,fzd9a,18,3,3,85.71
FZD9,fzd9b,20,2,2,90.91
GABBR1,gabbr1a,1,0,25,100.0
GABBR1,gabbr1b,1,0,25,100.0
GABBR2,gabbr2,22,0,0,100.0
GALR1,galr1a,17,4,2,80.95
GALR1,galr1b,13,4,6,76.47
GALR2,galr2a,10,2,4,83.33
GALR2,galr2b,0,0,16,0.0
GCGR,gcgra,0,0,7,0.0
GCGR,gcgrb,4,1,2,80.0
GHRHR,ghrhra,2,2,5,50.0
GHRHR,ghrhrb,1,1,7,50.0
GHSR,ghsra,9,1,5,90.0
GHSR,ghsrb,9,2,4,81.82
GIPR,gipr,4,1,3,80.0
GPBAR1,gpbar1,0,6,15,0.0
GPER1,gper1,1,1,17,50.0
GPR101,gpr101,3,7,10,30.0
GPR12,gpr12,18,4,4,81.82
GPR132,gpr132a,7,5,10,58.33
GPR132,gpr132b,7,5,10,58.33
GPR135,gpr135,6,6,11,50.0
GPR139,gpr139,12,2,5,85.71
GPR142,gpr142,7,1,3,87.5
GPR146,gpr146,7,7,2,50.0
GPR151,gpr151,2,4,22,33.33
GPR153,gpr153,18,3,3,85.71
GPR156,gpr156,0,1,19,0.0
GPR158,gpr158a,15,2,13,88.24
GPR158,gpr158b,20,7,3,74.07
GPR160,gpr160,0,3,9,0.0
GPR161,gpr161b,15,9,3,62.5
GPR17,gpr17,15,2,15,88.24
GPR171,gpr171,9,8,1,52.94
GPR173,gpr173,14,2,4,87.5
GPR174,gpr174,10,4,6,71.43
GPR176,gpr176,12,3,12,80.0
GPR18,gpr18,10,4,10,71.43
GPR183,gpr183a,18,4,4,81.82
GPR183,gpr183b,20,3,3,86.96
GPR19,gpr19,6,8,13,42.86
GPR20,gpr20,0,2,24,0.0
GPR22,gpr22a,19,4,7,82.61
GPR22,gpr22b,20,3,7,86.96
GPR25,gpr25,0,0,13,0.0
GPR26,gpr26,17,4,3,80.95
GPR27,gpr27,9,3,7,75.0
GPR3,gpr3,11,7,6,61.11
GPR34,gpr34a,10,5,9,66.67
GPR34,gpr34b,10,5,9,66.67
GPR35,gpr35.1,1,8,13,11.11
GPR37,gpr37a,10,10,1,50.0
GPR37,gpr37b,13,6,2,68.42
GPR37L1,gpr37l1a,0,5,15,0.0
GPR37L1,gpr37l1b,8,6,6,57.14
GPR39,gpr39,1,1,29,50.0
GPR4,gpr4,18,3,1,85.71
GPR45,gpr45,5,4,22,55.56
GPR52,gpr52,24,4,4,85.71
GPR55,gpr55a,2,7,14,22.22
GPR6,gpr6,13,3,4,81.25
GPR61,gpr61,8,3,14,72.73
GPR63,gpr63,25,3,2,89.29
GPR65,gpr65,4,7,12,36.36
GPR75,gpr75,1,4,15,20.0
GPR78,gpr78a,17,8,2,68.0
GPR78,gpr78b,16,8,3,66.67
GPR84,gpr84,14,7,2,66.67
GPR85,gpr85,0,0,20,0.0
GPRC5B,gprc5ba,13,9,1,59.09
GPRC5B,gprc5bb,12,6,5,66.67
GPRC5C,gprc5c,1,1,22,50.0
GPRC6A,gprc6a,1,2,22,33.33
GRM1,grm1a,0,4,13,0.0
GRM1,grm1b,15,2,0,88.24
GRM2,grm2a,1,2,22,33.33
GRM2,grm2b,20,4,1,83.33
GRM3,grm3,24,1,2,96.0
GRM4,grm4,18,5,0,78.26
GRM5,grm5a,0,2,17,0.0
GRM5,grm5b,17,2,0,89.47
GRM6,grm6a,13,2,11,86.67
GRM6,grm6b,22,4,0,84.62
GRM8,grm8a,12,2,13,85.71
GRM8,grm8b,12,3,12,80.0
HCAR1,hcar1-1,6,9,13,40.0
HCAR1,hcar1-2,5,9,14,35.71
HCRTR2,hcrtr2,4,1,16,80.0
HRH1,hrh1,0,1,18,0.0
HRH2,hrh2a,0,1,18,0.0
HRH2,hrh2b,4,5,10,44.44
HRH3,hrh3,13,4,4,76.47
HTR1A,htr1aa,15,1,0,93.75
HTR1A,htr1ab,11,3,2,78.57
HTR1B,htr1b,12,4,0,75.0
HTR1D,htr1d,12,4,1,75.0
HTR1F,htr1fa,14,7,7,66.67
HTR1F,htr1fb,15,9,4,62.5
HTR2A,htr2ab,15,6,0,71.43
HTR2B,htr2b,10,4,9,71.43
HTR4,htr4,8,1,19,88.89
HTR5A,htr5aa,10,1,8,90.91
HTR5A,htr5ab,10,2,7,83.33
HTR6,htr6,10,3,10,76.92
HTR7,htr7a,24,2,1,92.31
KISS1R,kiss1ra,12,4,8,75.0
KISS1R,kiss1rb,11,2,11,84.62
LGR4,lgr4,17,2,4,89.47
LGR6,lgr6,11,4,9,73.33
LHCGR,lhcgr,18,3,1,85.71
