human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,1,2,18,33.33
ACKR3,ackr3b,10,3,8,76.92
ACKR4,ackr4b,6,3,2,66.67
ADCYAP1R1,adcyap1r1a,8,1,2,88.89
ADGRA1,adgra1a,1,10,12,9.09
ADGRA2,adgra2,13,5,1,72.22
ADGRA3,adgra3,15,4,1,78.95
ADGRB1,adgrb1a,20,2,0,90.91
ADGRB1,adgrb1b,20,2,0,90.91
ADGRB2,adgrb2,21,1,0,95.45
ADGRB3,adgrb3,2,3,18,40.0
ADGRD1,adgrd1,1,2,5,33.33
ADGRD2,adgrd2,3,2,7,60.0
ADGRE5,adgre5a,0,0,19,0.0
ADGRE5,adgre5b.2,4,4,11,50.0
ADGRE5,adgre5b.3,0,1,18,0.0
ADGRF3,adgrf3a,5,2,10,71.43
ADGRF3,adgrf3b,6,2,9,75.0
ADGRG1,adgrg1,4,4,4,50.0
ADGRG2,adgrg2a,4,0,5,100.0
ADGRG6,adgrg6,3,2,6,60.0
ADGRG7,adgrg7.2,3,3,5,50.0
ADGRL1,adgrl1a,13,0,2,100.0
ADGRL2,adgrl2a,10,2,4,83.33
ADGRL2,adgrl2b.1,0,1,15,0.0
ADGRL3,adgrl3.1,10,1,0,90.91
ADGRL4,adgrl4,9,2,1,81.82
ADORA1,adora1b,13,2,2,86.67
ADORA2A,adora2aa,15,3,3,83.33
ADORA2A,adora2ab,14,3,4,82.35
ADORA2B,adora2b,16,3,4,84.21
ADRA1A,adra1aa,12,4,1,75.0
ADRA1A,adra1ab,12,4,1,75.0
ADRA1B,adra1ba,10,4,4,71.43
ADRA1B,adra1bb,9,4,5,69.23
ADRA1D,adra1d,16,1,0,94.12
ADRA2A,adra2a,12,2,4,85.71
ADRA2B,adra2b,11,4,1,73.33
ADRA2C,adra2c,14,1,3,93.33
ADRB1,adrb1,9,2,11,81.82
ADRB2,adrb2a,11,8,4,57.89
ADRB2,adrb2b,12,6,5,66.67
ADRB3,adrb3a,10,4,9,71.43
ADRB3,adrb3b,12,5,6,70.59
AGTR1,agtr1a,6,4,15,60.0
AGTR1,agtr1b,6,2,17,75.0
AGTR2,agtr2,9,5,13,64.29
APLNR,aplnra,0,1,19,0.0
APLNR,aplnrb,0,1,19,0.0
AVPR1A,avpr1aa,11,3,12,78.57
AVPR1A,avpr1ab,11,4,11,73.33
AVPR2,avpr2aa,5,3,12,62.5
AVPR2,avpr2ab,5,3,12,62.5
BDKRB1,bdkrb1,3,9,7,25.0
C5AR1,c5ar1,1,9,7,10.0
CALCR,calcr,5,0,0,100.0
CALCRL,calcrla,5,2,0,71.43
CALCRL,calcrlb,4,2,1,66.67
CASR,casr,24,1,3,96.0
CCKAR,cckar,15,4,2,78.95
CCKBR,cckbra,10,5,8,66.67
CCR10,ccr10,1,5,7,16.67
CCR2,ccr2,4,5,11,44.44
CCR6,ccr6a,5,4,5,55.56
CCR6,ccr6b,3,4,7,42.86
CCR7,ccr7,7,5,4,58.33
CCR8,ccr8.1,2,1,11,66.67
CCR9,ccr9a,7,3,7,70.0
CCR9,ccr9b,4,4,9,50.0
CELSR1,celsr1a,0,1,1,0.0
CELSR1,celsr1b,0,0,2,0.0
CELSR3,celsr3,0,2,13,0.0
CHRM1,chrm1a,14,4,4,77.78
CHRM2,chrm2a,16,1,4,94.12
CHRM2,chrm2b,15,3,3,83.33
CHRM3,chrm3a,6,0,14,100.0
CHRM3,chrm3b,7,2,11,77.78
CHRM4,chrm4a,16,3,1,84.21
CHRM4,chrm4b,9,7,4,56.25
CHRM5,chrm5a,1,3,11,25.0
CHRM5,chrm5b,1,3,11,25.0
CMKLR1,cmklr1,3,6,15,33.33
CMKLR2,cmklr2,3,6,15,33.33
CNR1,cnr1,27,3,2,90.0
CNR2,cnr2,17,5,2,77.27
CRHR1,crhr1,6,1,4,85.71
CRHR2,crhr2,0,0,8,0.0
CXCR1,cxcr1,6,7,10,46.15
CXCR2,cxcr2,5,5,3,50.0
CXCR3,cxcr3.1,5,4,9,55.56
CXCR3,cxcr3.2,4,5,9,44.44
CXCR4,cxcr4a,5,4,11,55.56
CXCR4,cxcr4b,3,3,14,50.0
