human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,2,13,9,13.33
ACKR3,ackr3b,2,12,10,14.29
ACKR4,ackr4b,2,12,10,14.29
ADCYAP1R1,adcyap1r1a,0,3,21,0.0
ADGRA1,adgra1a,0,5,19,0.0
ADGRA2,adgra2,0,6,18,0.0
ADGRA3,adgra3,0,6,18,0.0
ADGRB1,adgrb1a,0,10,14,0.0
ADGRB1,adgrb1b,1,6,17,14.29
ADGRB2,adgrb2,0,12,12,0.0
ADGRB3,adgrb3,0,7,17,0.0
ADGRD1,adgrd1,0,3,21,0.0
ADGRD2,adgrd2,0,2,22,0.0
ADGRE5,adgre5a,0,0,24,0.0
ADGRE5,adgre5b.2,0,3,21,0.0
ADGRE5,adgre5b.3,1,6,17,14.29
ADGRF3,adgrf3a,0,5,19,0.0
ADGRF3,adgrf3b,0,7,17,0.0
ADGRG1,adgrg1,1,7,16,12.5
ADGRG2,adgrg2a,0,6,18,0.0
ADGRG4,adgrg4a,0,4,20,0.0
ADGRG4,adgrg4b,0,6,18,0.0
ADGRG6,adgrg6,0,4,20,0.0
ADGRG7,adgrg7.2,0,5,19,0.0
ADGRL1,adgrl1a,0,3,21,0.0
ADGRL2,adgrl2a,0,10,14,0.0
ADGRL2,adgrl2b.1,0,0,24,0.0
ADGRL4,adgrl4,1,4,19,20.0
ADORA1,adora1b,2,14,8,12.5
ADORA2A,adora2aa,2,14,8,12.5
ADORA2A,adora2ab,0,10,14,0.0
ADORA2B,adora2b,1,15,8,6.25
ADRA1A,adra1aa,2,12,10,14.29
ADRA1A,adra1ab,2,10,12,16.67
ADRA1B,adra1ba,2,13,9,13.33
ADRA1B,adra1bb,2,13,9,13.33
ADRA1D,adra1d,1,13,10,7.14
ADRA2A,adra2a,2,13,9,13.33
ADRA2B,adra2b,2,13,9,13.33
ADRA2C,adra2c,2,14,8,12.5
ADRB1,adrb1,4,10,10,28.57
ADRB2,adrb2a,4,11,9,26.67
ADRB2,adrb2b,4,11,9,26.67
ADRB3,adrb3a,4,10,10,28.57
ADRB3,adrb3b,4,11,9,26.67
AGTR1,agtr1a,3,14,7,17.65
AGTR1,agtr1b,2,14,8,12.5
AGTR2,agtr2,3,13,8,18.75
APLNR,aplnra,2,14,8,12.5
APLNR,aplnrb,2,13,9,13.33
AVPR1A,avpr1aa,2,13,9,13.33
AVPR1A,avpr1ab,2,12,10,14.29
AVPR2,avpr2aa,2,13,9,13.33
AVPR2,avpr2ab,1,12,11,7.69
BDKRB1,bdkrb1,1,15,8,6.25
C5AR1,c5ar1,3,12,9,20.0
CALCR,calcr,0,7,17,0.0
CALCRL,calcrla,1,7,16,12.5
CALCRL,calcrlb,0,10,14,0.0
CASR,casr,0,11,13,0.0
CCKAR,cckar,6,12,6,33.33
CCKBR,cckbra,4,13,7,23.53
CCR10,ccr10,2,16,6,11.11
CCR2,ccr2,1,11,12,8.33
CCR6,ccr6a,2,14,8,12.5
CCR6,ccr6b,3,13,8,18.75
CCR7,ccr7,0,15,9,0.0
CCR8,ccr8.1,2,14,8,12.5
CCR9,ccr9a,2,15,7,11.76
CCR9,ccr9b,2,14,8,12.5
CELSR1,celsr1a,2,7,15,22.22
CELSR1,celsr1b,0,8,16,0.0
CELSR3,celsr3,1,5,18,16.67
CHRM1,chrm1a,2,12,10,14.29
CHRM2,chrm2a,2,12,10,14.29
CHRM2,chrm2b,2,11,11,15.38
CHRM3,chrm3a,2,13,9,13.33
CHRM3,chrm3b,2,11,11,15.38
CHRM4,chrm4a,2,11,11,15.38
CHRM4,chrm4b,2,12,10,14.29
CHRM5,chrm5a,2,12,10,14.29
CHRM5,chrm5b,2,12,10,14.29
CMKLR1,cmklr1,1,17,6,5.56
CMKLR2,cmklr2,2,15,7,11.76
CNR1,cnr1,1,15,8,6.25
CNR2,cnr2,1,12,11,7.69
CRHR1,crhr1,0,3,21,0.0
CXCR1,cxcr1,2,15,7,11.76
CXCR2,cxcr2,3,15,6,16.67
CXCR3,cxcr3.1,2,15,7,11.76
CXCR3,cxcr3.2,2,16,6,11.11
CXCR4,cxcr4a,1,11,12,8.33
CXCR4,cxcr4b,2,10,12,16.67
CXCR5,cxcr5,2,12,10,14.29
CYSLTR1,cysltr1,0,11,13,0.0
DRD1,drd1a,2,12,10,14.29
DRD1,drd1b,2,12,10,14.29
DRD2,drd2a,2,13,9,13.33
DRD2,drd2b,2,13,9,13.33
DRD3,drd3,1,13,10,7.14
DRD4,drd4a,2,14,8,12.5
DRD4,drd4b,2,14,8,12.5
EDNRA,ednraa,4,16,4,20.0
EDNRA,ednrab,4,12,8,25.0
EDNRB,ednrba,4,14,6,22.22
EDNRB,ednrbb,4,15,5,21.05
F2R,f2r,1,8,15,11.11
F2RL1,f2rl1.1,1,9,14,10.0
F2RL1,f2rl1.2,0,8,16,0.0
F2RL2,f2rl2,1,8,15,11.11
FPR1,fpr1,1,18,5,5.26
FSHR,fshr,2,11,11,15.38
FZD1,fzd1,0,6,18,0.0
FZD10,fzd10,0,6,18,0.0
FZD2,fzd2,0,11,13,0.0
FZD3,fzd3a,0,7,17,0.0
FZD3,fzd3b,0,3,21,0.0
FZD4,fzd4,0,9,15,0.0
FZD5,fzd5,1,9,14,10.0
FZD6,fzd6,0,7,17,0.0
FZD7,fzd7a,0,5,19,0.0
FZD7,fzd7b,0,7,17,0.0
FZD8,fzd8a,0,7,17,0.0
FZD8,fzd8b,0,8,16,0.0
FZD9,fzd9a,1,9,14,10.0
