human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,1,13,14,7.14
ACKR3,ackr3b,3,12,13,20.0
ACKR4,ackr4b,1,10,17,9.09
ADCYAP1R1,adcyap1r1a,27,0,1,100.0
ADGRA1,adgra1a,11,10,4,52.38
ADGRA2,adgra2,13,9,0,59.09
ADGRA3,adgra3,2,13,13,13.33
ADGRB1,adgrb1a,4,15,6,21.05
ADGRB1,adgrb1b,24,0,1,100.0
ADGRB2,adgrb2,22,2,1,91.67
ADGRB3,adgrb3,23,0,2,100.0
ADGRD1,adgrd1,12,5,11,70.59
ADGRD2,adgrd2,19,3,1,86.36
ADGRE5,adgre5a,1,3,22,25.0
ADGRE5,adgre5b.2,15,10,1,60.0
ADGRE5,adgre5b.3,11,8,7,57.89
ADGRF3,adgrf3a,11,8,5,57.89
ADGRF3,adgrf3b,11,9,4,55.0
ADGRG1,adgrg1,10,15,3,40.0
ADGRG2,adgrg2a,15,5,7,75.0
ADGRG6,adgrg6,5,11,10,31.25
ADGRG7,adgrg7.2,5,6,13,45.45
ADGRL1,adgrl1a,19,2,1,90.48
ADGRL2,adgrl2a,18,2,0,90.0
ADGRL2,adgrl2b.1,1,9,10,10.0
ADGRL3,adgrl3.1,19,2,3,90.48
ADGRL4,adgrl4,21,2,2,91.3
ADORA1,adora1b,3,12,13,20.0
ADORA2A,adora2aa,1,13,11,7.14
ADORA2A,adora2ab,2,11,12,15.38
ADORA2B,adora2b,4,10,14,28.57
ADRA1A,adra1aa,4,5,15,44.44
ADRA1A,adra1ab,4,7,13,36.36
ADRA1B,adra1ba,3,9,14,25.0
ADRA1B,adra1bb,3,10,13,23.08
ADRA1D,adra1d,1,10,13,9.09
ADRA2A,adra2a,1,13,9,7.14
ADRA2B,adra2b,4,10,12,28.57
ADRA2C,adra2c,15,4,3,78.95
ADRB1,adrb1,19,1,7,95.0
ADRB2,adrb2a,1,15,7,6.25
ADRB2,adrb2b,0,16,7,0.0
ADRB3,adrb3a,19,3,5,86.36
ADRB3,adrb3b,13,7,7,65.0
AGTR1,agtr1a,0,12,9,0.0
AGTR1,agtr1b,1,12,8,7.69
AGTR2,agtr2,1,10,15,9.09
APLNR,aplnra,0,11,16,0.0
APLNR,aplnrb,0,13,14,0.0
AVPR1A,avpr1aa,11,8,6,57.89
AVPR1A,avpr1ab,2,12,11,14.29
AVPR2,avpr2aa,3,7,9,30.0
AVPR2,avpr2ab,0,9,10,0.0
BDKRB1,bdkrb1,0,10,13,0.0
C5AR1,c5ar1,1,12,11,7.69
CALCR,calcr,22,2,1,91.67
CALCRL,calcrla,21,3,0,87.5
CALCRL,calcrlb,20,3,1,86.96
CASR,casr,3,8,10,27.27
CCKAR,cckar,0,11,10,0.0
CCKBR,cckbra,1,9,15,10.0
CCR10,ccr10,4,6,15,40.0
CCR2,ccr2,6,10,9,37.5
CCR6,ccr6a,0,11,13,0.0
CCR6,ccr6b,9,11,4,45.0
CCR7,ccr7,17,5,3,77.27
CCR8,ccr8.1,9,9,5,50.0
CCR9,ccr9a,5,8,13,38.46
CCR9,ccr9b,2,11,13,15.38
CELSR1,celsr1a,0,1,0,0.0
CELSR1,celsr1b,0,0,1,0.0
CELSR3,celsr3,0,0,0,0.0
CHRM1,chrm1a,1,6,13,14.29
CHRM2,chrm2a,2,9,10,18.18
CHRM2,chrm2b,10,6,5,62.5
CHRM3,chrm3a,2,12,12,14.29
CHRM3,chrm3b,2,13,11,13.33
CHRM4,chrm4a,1,9,10,10.0
CHRM4,chrm4b,1,9,10,10.0
CHRM5,chrm5a,2,13,11,13.33
CHRM5,chrm5b,1,12,13,7.69
CMKLR1,cmklr1,1,14,8,6.67
CMKLR2,cmklr2,1,12,12,7.69
CNR1,cnr1,17,3,3,85.0
CNR2,cnr2,1,7,12,12.5
CRHR1,crhr1,24,2,3,92.31
CRHR2,crhr2,0,4,26,0.0
CXCR1,cxcr1,0,11,15,0.0
CXCR2,cxcr2,2,8,13,20.0
CXCR3,cxcr3.1,1,10,5,9.09
CXCR3,cxcr3.2,1,9,6,10.0
CXCR4,cxcr4a,1,12,12,7.69
CXCR4,cxcr4b,3,11,11,21.43
CXCR5,cxcr5,1,16,11,5.88
CYSLTR1,cysltr1,2,13,12,13.33
DRD1,drd1a,3,8,12,27.27
DRD1,drd1b,4,6,13,40.0
DRD2,drd2a,21,0,1,100.0
DRD2,drd2b,1,12,9,7.69
DRD3,drd3,0,11,11,0.0
DRD4,drd4a,0,16,15,0.0
DRD4,drd4b,2,14,15,12.5
EDNRA,ednraa,3,12,9,20.0
EDNRA,ednrab,2,12,10,14.29
EDNRB,ednrba,0,10,18,0.0
EDNRB,ednrbb,3,13,12,18.75
F2R,f2r,2,11,7,15.38
F2RL1,f2rl1.1,2,18,7,10.0
F2RL1,f2rl1.2,0,14,13,0.0
F2RL2,f2rl2,9,9,5,50.0
FPR1,fpr1,0,16,9,0.0
FSHR,fshr,3,10,15,23.08
FZD1,fzd1,21,1,2,95.45
FZD10,fzd10,2,10,11,16.67
FZD2,fzd2,21,0,2,100.0
FZD3,fzd3a,23,1,2,95.83
FZD3,fzd3b,20,2,4,90.91
FZD4,fzd4,1,12,14,7.69
FZD5,fzd5,2,9,16,18.18
FZD6,fzd6,19,3,2,86.36
FZD7,fzd7a,17,3,7,85.0
FZD7,fzd7b,1,8,18,11.11
FZD8,fzd8a,2,9,18,18.18
FZD8,fzd8b,0,8,21,0.0
FZD9,fzd9a,1,12,16,7.69
FZD9,fzd9b,22,4,3,84.62
GABBR1,gabbr1a,0,0,29,0.0
GABBR1,gabbr1b,0,15,14,0.0
GABBR2,gabbr2,2,4,15,33.33
GALR1,galr1a,19,3,4,86.36
GALR1,galr1b,15,5,6,75.0
GALR2,galr2a,0,10,14,0.0
GALR2,galr2b,0,13,11,0.0
GCGR,gcgra,14,7,5,66.67
GCGR,gcgrb,21,5,0,80.77
GHRHR,ghrhra,16,8,0,66.67
GHRHR,ghrhrb,16,6,2,72.73
GHSR,ghsra,1,13,12,7.14
GHSR,ghsrb,1,13,12,7.14
GIPR,gipr,22,3,1,88.0
