human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,10,5,7,66.67
ACKR3,ackr3b,7,3,12,70.0
ACKR4,ackr4b,1,6,11,14.29
ADCYAP1R1,adcyap1r1a,0,0,0,0.0
ADGRA1,adgra1a,0,7,19,0.0
ADGRA2,adgra2,0,0,0,0.0
ADGRA3,adgra3,0,0,20,0.0
ADGRB1,adgrb1a,0,2,11,0.0
ADGRB1,adgrb1b,0,2,11,0.0
ADGRB2,adgrb2,0,0,28,0.0
ADGRB3,adgrb3,0,2,18,0.0
ADGRD1,adgrd1,0,0,1,0.0
ADGRD2,adgrd2,0,0,0,0.0
ADGRE5,adgre5a,0,0,18,0.0
ADGRE5,adgre5b.2,0,1,17,0.0
ADGRE5,adgre5b.3,0,4,14,0.0
ADGRF3,adgrf3a,2,6,12,25.0
ADGRF3,adgrf3b,0,1,19,0.0
ADGRG1,adgrg1,1,6,20,14.29
ADGRG2,adgrg2a,0,1,21,0.0
ADGRG6,adgrg6,0,4,23,0.0
ADGRG7,adgrg7.2,0,0,0,0.0
ADGRL1,adgrl1a,0,0,7,0.0
ADGRL2,adgrl2a,0,2,3,0.0
ADGRL2,adgrl2b.1,0,0,5,0.0
ADGRL3,adgrl3.1,0,8,9,0.0
ADGRL4,adgrl4,0,5,15,0.0
ADORA1,adora1b,0,2,7,0.0
ADORA2A,adora2aa,7,1,13,87.5
ADORA2A,adora2ab,0,5,16,0.0
ADORA2B,adora2b,0,0,1,0.0
ADRA1A,adra1aa,3,6,15,33.33
ADRA1A,adra1ab,0,5,19,0.0
ADRA1B,adra1ba,0,0,0,0.0
ADRA1B,adra1bb,0,0,0,0.0
ADRA1D,adra1d,1,8,15,11.11
ADRA2A,adra2a,1,4,11,20.0
ADRA2B,adra2b,1,9,11,10.0
ADRA2C,adra2c,0,0,26,0.0
ADRB1,adrb1,1,4,19,20.0
ADRB2,adrb2a,0,8,17,0.0
ADRB2,adrb2b,1,10,14,9.09
ADRB3,adrb3a,1,5,23,16.67
ADRB3,adrb3b,0,6,23,0.0
AGTR1,agtr1a,3,1,18,75.0
AGTR1,agtr1b,2,4,16,33.33
AGTR2,agtr2,1,11,11,8.33
APLNR,aplnra,10,7,3,58.82
APLNR,aplnrb,10,9,1,52.63
AVPR1A,avpr1aa,2,2,24,50.0
AVPR1A,avpr1ab,0,6,22,0.0
AVPR2,avpr2aa,0,0,0,0.0
AVPR2,avpr2ab,0,0,0,0.0
BDKRB1,bdkrb1,5,5,12,50.0
C5AR1,c5ar1,3,7,9,30.0
CALCR,calcr,0,3,20,0.0
CALCRL,calcrla,1,4,11,20.0
CALCRL,calcrlb,2,4,10,33.33
CASR,casr,9,1,14,90.0
CCKAR,cckar,0,3,20,0.0
CCKBR,cckbra,0,0,0,0.0
CCR10,ccr10,0,7,13,0.0
CCR2,ccr2,0,10,11,0.0
CCR6,ccr6a,4,4,10,50.0
CCR6,ccr6b,6,9,3,40.0
CCR7,ccr7,12,4,4,75.0
CCR8,ccr8.1,1,1,20,50.0
CCR9,ccr9a,2,8,15,20.0
CCR9,ccr9b,0,8,17,0.0
CELSR1,celsr1a,0,2,4,0.0
CELSR1,celsr1b,0,1,5,0.0
CELSR3,celsr3,0,0,0,0.0
CHRM1,chrm1a,0,4,17,0.0
CHRM2,chrm2a,1,10,12,9.09
CHRM2,chrm2b,2,7,14,22.22
CHRM3,chrm3a,0,0,25,0.0
CHRM3,chrm3b,0,0,25,0.0
CHRM4,chrm4a,1,5,16,16.67
CHRM4,chrm4b,2,5,15,28.57
CHRM5,chrm5a,0,0,0,0.0
CHRM5,chrm5b,0,0,0,0.0
CMKLR1,cmklr1,0,7,17,0.0
CMKLR2,cmklr2,1,9,12,10.0
CNR1,cnr1,0,0,0,0.0
CNR2,cnr2,0,0,21,0.0
CRHR1,crhr1,7,1,13,87.5
CRHR2,crhr2,0,0,22,0.0
CXCR1,cxcr1,3,6,11,33.33
CXCR2,cxcr2,6,4,9,60.0
CXCR3,cxcr3.1,2,2,16,50.0
CXCR3,cxcr3.2,2,3,15,40.0
CXCR4,cxcr4a,0,1,18,0.0
CXCR4,cxcr4b,0,3,16,0.0
CXCR5,cxcr5,0,4,18,0.0
CYSLTR1,cysltr1,13,1,5,92.86
DRD1,drd1a,1,10,20,9.09
DRD1,drd1b,0,1,30,0.0
DRD2,drd2a,0,4,20,0.0
DRD2,drd2b,0,3,21,0.0
DRD3,drd3,2,6,15,25.0
DRD4,drd4a,0,6,17,0.0
DRD4,drd4b,1,6,16,14.29
EDNRA,ednraa,0,0,0,0.0
EDNRA,ednrab,0,0,0,0.0
EDNRB,ednrba,0,0,23,0.0
EDNRB,ednrbb,0,0,23,0.0
F2R,f2r,1,7,13,12.5
F2RL1,f2rl1.1,1,10,13,9.09
F2RL1,f2rl1.2,1,8,15,11.11
F2RL2,f2rl2,2,4,18,33.33
FPR1,fpr1,0,0,17,0.0
FSHR,fshr,0,4,12,0.0
FZD1,fzd1,1,7,15,12.5
FZD10,fzd10,1,5,14,16.67
FZD2,fzd2,0,8,16,0.0
FZD3,fzd3a,4,8,14,33.33
FZD3,fzd3b,1,6,19,14.29
FZD4,fzd4,0,0,0,0.0
FZD5,fzd5,1,5,16,16.67
FZD6,fzd6,0,8,12,0.0
FZD7,fzd7a,0,0,0,0.0
FZD7,fzd7b,0,0,0,0.0
FZD8,fzd8a,0,0,0,0.0
FZD8,fzd8b,0,0,0,0.0
FZD9,fzd9a,0,12,14,0.0
FZD9,fzd9b,0,11,15,0.0
GABBR1,gabbr1a,15,4,12,78.95
GABBR1,gabbr1b,19,3,9,86.36
GABBR2,gabbr2,20,0,7,100.0
GALR1,galr1a,16,2,1,88.89
GALR1,galr1b,6,2,11,75.0
GALR2,galr2a,2,3,15,40.0
GALR2,galr2b,0,4,16,0.0
GCGR,gcgra,0,0,0,0.0
GCGR,gcgrb,0,0,0,0.0
GHRHR,ghrhra,0,3,24,0.0
GHRHR,ghrhrb,1,6,20,14.29
GHSR,ghsra,9,3,9,75.0
GHSR,ghsrb,0,5,16,0.0
GIPR,gipr,1,0,18,100.0
GPBAR1,gpbar1,0,6,24,0.0
GPER1,gper1,0,6,18,0.0
GPR101,gpr101,2,2,26,50.0
GPR12,gpr12,0,4,21,0.0
GPR132,gpr132a,1,3,19,25.0
GPR132,gpr132b,3,6,14,33.33
GPR135,gpr135,1,2,15,33.33
GPR139,gpr139,0,5,17,0.0
GPR142,gpr142,0,5,13,0.0
GPR146,gpr146,2,3,21,40.0
GPR151,gpr151,0,0,0,0.0
GPR153,gpr153,0,0,0,0.0
GPR156,gpr156,1,5,14,16.67
GPR158,gpr158a,0,7,17,0.0
