human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,0,8,20,0.0
ACKR3,ackr3b,0,7,21,0.0
ACKR4,ackr4b,0,1,21,0.0
ADCYAP1R1,adcyap1r1a,0,1,8,0.0
ADGRA1,adgra1a,0,2,15,0.0
ADGRA2,adgra2,14,2,2,87.5
ADGRA3,adgra3,1,1,14,50.0
ADGRB1,adgrb1a,0,1,15,0.0
ADGRB1,adgrb1b,0,4,12,0.0
ADGRB2,adgrb2,14,1,4,93.33
ADGRB3,adgrb3,15,0,5,100.0
ADGRD1,adgrd1,0,0,11,0.0
ADGRD2,adgrd2,0,1,9,0.0
ADGRE5,adgre5a,0,3,13,0.0
ADGRE5,adgre5b.2,0,2,14,0.0
ADGRE5,adgre5b.3,4,1,11,80.0
ADGRF3,adgrf3a,0,1,15,0.0
ADGRF3,adgrf3b,0,1,15,0.0
ADGRG1,adgrg1,0,0,12,0.0
ADGRG2,adgrg2a,0,1,8,0.0
ADGRG6,adgrg6,0,2,10,0.0
ADGRG7,adgrg7.2,0,2,17,0.0
ADGRL1,adgrl1a,0,2,11,0.0
ADGRL2,adgrl2a,3,1,6,75.0
ADGRL2,adgrl2b.1,0,0,10,0.0
ADGRL3,adgrl3.1,0,1,8,0.0
ADGRL4,adgrl4,1,1,8,50.0
ADORA1,adora1b,0,3,15,0.0
ADORA2A,adora2aa,0,0,21,0.0
ADORA2A,adora2ab,1,2,18,33.33
ADORA2B,adora2b,10,1,18,90.91
ADRA1A,adra1aa,0,9,12,0.0
ADRA1A,adra1ab,1,1,19,50.0
ADRA1B,adra1ba,0,1,17,0.0
ADRA1B,adra1bb,0,2,16,0.0
ADRA1D,adra1d,7,2,12,77.78
ADRA2A,adra2a,4,3,5,57.14
ADRA2B,adra2b,9,2,1,81.82
ADRA2C,adra2c,0,7,10,0.0
ADRB1,adrb1,0,2,22,0.0
ADRB2,adrb2a,0,0,26,0.0
ADRB2,adrb2b,0,8,18,0.0
ADRB3,adrb3a,0,1,7,0.0
ADRB3,adrb3b,0,0,8,0.0
AGTR1,agtr1a,0,4,15,0.0
AGTR1,agtr1b,0,3,16,0.0
AGTR2,agtr2,1,6,14,14.29
APLNR,aplnra,0,3,11,0.0
APLNR,aplnrb,0,3,11,0.0
AVPR1A,avpr1aa,0,4,17,0.0
AVPR1A,avpr1ab,1,4,16,20.0
AVPR2,avpr2aa,2,5,15,28.57
AVPR2,avpr2ab,1,3,18,25.0
BDKRB1,bdkrb1,0,1,9,0.0
C5AR1,c5ar1,0,5,9,0.0
CALCR,calcr,1,1,6,50.0
CALCRL,calcrla,0,0,3,0.0
CALCRL,calcrlb,0,1,2,0.0
CASR,casr,20,3,1,86.96
CCKAR,cckar,1,9,15,10.0
CCKBR,cckbra,0,7,24,0.0
CCR10,ccr10,0,0,24,0.0
CCR2,ccr2,0,6,24,0.0
CCR6,ccr6a,0,5,6,0.0
CCR6,ccr6b,0,4,7,0.0
CCR7,ccr7,1,2,30,33.33
CCR8,ccr8.1,1,5,8,16.67
