human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,10,4,3,71.43
ACKR3,ackr3b,9,6,2,60.0
ACKR4,ackr4b,10,2,2,83.33
ADCYAP1R1,adcyap1r1a,0,1,18,0.0
ADGRA1,adgra1a,0,1,14,0.0
ADGRA2,adgra2,0,0,18,0.0
ADGRA3,adgra3,0,2,4,0.0
ADGRB1,adgrb1a,0,1,18,0.0
ADGRB1,adgrb1b,5,1,13,83.33
ADGRB2,adgrb2,0,0,3,0.0
ADGRB3,adgrb3,1,1,17,50.0
ADGRD1,adgrd1,0,0,8,0.0
ADGRD2,adgrd2,0,3,7,0.0
ADGRE5,adgre5a,0,0,17,0.0
ADGRE5,adgre5b.2,0,3,14,0.0
ADGRE5,adgre5b.3,1,1,15,50.0
ADGRF3,adgrf3a,1,0,0,100.0
ADGRF3,adgrf3b,1,0,0,100.0
ADGRG1,adgrg1,0,4,16,0.0
ADGRG2,adgrg2a,1,0,18,100.0
ADGRG6,adgrg6,0,2,13,0.0
ADGRG7,adgrg7.2,0,4,16,0.0
ADGRL1,adgrl1a,15,0,2,100.0
ADGRL2,adgrl2a,4,0,13,100.0
ADGRL2,adgrl2b.1,0,0,17,0.0
ADGRL3,adgrl3.1,0,0,5,0.0
ADGRL4,adgrl4,0,2,15,0.0
ADORA1,adora1b,19,0,0,100.0
ADORA2A,adora2aa,20,2,1,90.91
ADORA2A,adora2ab,20,2,1,90.91
ADORA2B,adora2b,20,1,1,95.24
ADRA1A,adra1aa,16,1,1,94.12
ADRA1A,adra1ab,13,2,3,86.67
ADRA1B,adra1ba,18,1,2,94.74
ADRA1B,adra1bb,16,2,3,88.89
ADRA1D,adra1d,17,0,1,100.0
ADRA2A,adra2a,18,1,1,94.74
ADRA2B,adra2b,18,1,0,94.74
ADRA2C,adra2c,18,1,0,94.74
ADRB1,adrb1,17,1,2,94.44
ADRB2,adrb2a,18,1,1,94.74
ADRB2,adrb2b,19,0,1,100.0
ADRB3,adrb3a,17,2,0,89.47
ADRB3,adrb3b,17,2,0,89.47
AGTR1,agtr1a,9,5,4,64.29
AGTR1,agtr1b,10,4,4,71.43
AGTR2,agtr2,8,5,4,61.54
APLNR,aplnra,11,5,1,68.75
APLNR,aplnrb,12,4,1,75.0
AVPR1A,avpr1aa,15,2,2,88.24
AVPR1A,avpr1ab,15,2,2,88.24
AVPR2,avpr2aa,9,5,7,64.29
AVPR2,avpr2ab,9,5,7,64.29
BDKRB1,bdkrb1,7,7,2,50.0
C5AR1,c5ar1,4,6,6,40.0
CALCR,calcr,0,0,14,0.0
CALCRL,calcrla,0,1,11,0.0
CALCRL,calcrlb,0,2,10,0.0
CASR,casr,2,3,13,40.0
CCKAR,cckar,14,4,0,77.78
CCKBR,cckbra,13,4,3,76.47
CCR10,ccr10,3,4,9,42.86
CCR2,ccr2,4,8,3,33.33
CCR6,ccr6a,2,7,6,22.22
CCR6,ccr6b,1,8,6,11.11
CCR7,ccr7,9,5,4,64.29
CCR8,ccr8.1,6,6,6,50.0
CCR9,ccr9a,10,4,2,71.43
CCR9,ccr9b,8,5,3,61.54
CELSR1,celsr1a,0,0,0,0.0
CELSR1,celsr1b,0,0,0,0.0
CELSR3,celsr3,0,0,2,0.0
CHRM1,chrm1a,18,0,0,100.0
CHRM2,chrm2a,18,0,0,100.0
CHRM2,chrm2b,18,0,0,100.0
CHRM3,chrm3a,21,1,0,95.45
CHRM3,chrm3b,16,1,5,94.12
CHRM4,chrm4a,18,0,0,100.0
CHRM4,chrm4b,17,1,0,94.44
CHRM5,chrm5a,17,1,0,94.44
CHRM5,chrm5b,16,1,1,94.12
CMKLR1,cmklr1,10,6,2,62.5
CMKLR2,cmklr2,7,8,1,46.67
CNR1,cnr1,12,1,6,92.31
CNR2,cnr2,11,4,3,73.33
CRHR1,crhr1,0,1,16,0.0
