human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,10,7,5,58.82
ACKR3,ackr3b,10,4,8,71.43
ACKR4,ackr4b,1,9,8,10.0
ADCYAP1R1,adcyap1r1a,0,0,0,0.0
ADGRA1,adgra1a,0,12,14,0.0
ADGRA2,adgra2,0,0,0,0.0
ADGRA3,adgra3,0,0,20,0.0
ADGRB1,adgrb1a,0,2,11,0.0
ADGRB1,adgrb1b,0,7,6,0.0
ADGRB2,adgrb2,0,0,28,0.0
ADGRB3,adgrb3,0,6,14,0.0
ADGRD1,adgrd1,0,0,1,0.0
ADGRD2,adgrd2,0,0,0,0.0
ADGRE5,adgre5a,0,0,18,0.0
ADGRE5,adgre5b.2,0,3,15,0.0
ADGRE5,adgre5b.3,0,6,12,0.0
ADGRF3,adgrf3a,4,9,7,30.77
ADGRF3,adgrf3b,0,2,18,0.0
ADGRG1,adgrg1,1,9,17,10.0
ADGRG2,adgrg2a,1,7,14,12.5
ADGRG6,adgrg6,0,5,22,0.0
ADGRG7,adgrg7.2,0,0,0,0.0
ADGRL1,adgrl1a,0,1,6,0.0
ADGRL2,adgrl2a,0,3,2,0.0
ADGRL2,adgrl2b.1,0,0,5,0.0
ADGRL3,adgrl3.1,0,11,6,0.0
ADGRL4,adgrl4,0,7,13,0.0
ADORA1,adora1b,1,2,6,33.33
ADORA2A,adora2aa,9,5,7,64.29
ADORA2A,adora2ab,1,8,12,11.11
ADORA2B,adora2b,0,0,1,0.0
ADRA1A,adra1aa,5,10,9,33.33
ADRA1A,adra1ab,0,13,11,0.0
ADRA1B,adra1ba,0,0,0,0.0
ADRA1B,adra1bb,0,0,0,0.0
ADRA1D,adra1d,2,11,11,15.38
ADRA2A,adra2a,1,8,7,11.11
ADRA2B,adra2b,2,9,10,18.18
ADRA2C,adra2c,0,0,26,0.0
ADRB1,adrb1,1,8,15,11.11
ADRB2,adrb2a,2,11,12,15.38
ADRB2,adrb2b,1,13,11,7.14
ADRB3,adrb3a,2,11,16,15.38
ADRB3,adrb3b,1,11,17,8.33
AGTR1,agtr1a,4,4,14,50.0
AGTR1,agtr1b,3,4,15,42.86
AGTR2,agtr2,1,11,11,8.33
APLNR,aplnra,10,8,2,55.56
APLNR,aplnrb,10,9,1,52.63
AVPR1A,avpr1aa,9,7,12,56.25
AVPR1A,avpr1ab,0,11,17,0.0
AVPR2,avpr2aa,0,0,0,0.0
AVPR2,avpr2ab,0,0,0,0.0
BDKRB1,bdkrb1,7,6,9,53.85
C5AR1,c5ar1,4,9,6,30.77
CALCR,calcr,0,4,19,0.0
CALCRL,calcrla,1,6,9,14.29
CALCRL,calcrlb,3,6,7,33.33
CASR,casr,11,4,9,73.33
CCKAR,cckar,0,10,13,0.0
CCKBR,cckbra,0,0,0,0.0
CCR10,ccr10,0,12,8,0.0
CCR2,ccr2,0,12,9,0.0
CCR6,ccr6a,5,5,8,50.0
CCR6,ccr6b,7,9,2,43.75
CCR7,ccr7,15,4,1,78.95
CCR8,ccr8.1,2,5,15,28.57
CCR9,ccr9a,2,11,12,15.38
CCR9,ccr9b,0,9,16,0.0
CELSR1,celsr1a,0,2,4,0.0
CELSR1,celsr1b,0,2,4,0.0
CELSR3,celsr3,0,0,0,0.0
CHRM1,chrm1a,1,4,16,20.0
CHRM2,chrm2a,1,11,11,8.33
CHRM2,chrm2b,2,10,11,16.67
CHRM3,chrm3a,0,0,25,0.0
CHRM3,chrm3b,0,0,25,0.0
CHRM4,chrm4a,2,6,14,25.0
CHRM4,chrm4b,4,6,12,40.0
CHRM5,chrm5a,0,0,0,0.0
CHRM5,chrm5b,0,0,0,0.0
CMKLR1,cmklr1,0,12,12,0.0
CMKLR2,cmklr2,1,11,10,8.33
CNR1,cnr1,0,0,0,0.0
CNR2,cnr2,0,0,21,0.0
CRHR1,crhr1,12,4,5,75.0
CRHR2,crhr2,0,0,22,0.0
CXCR1,cxcr1,4,7,9,36.36
CXCR2,cxcr2,6,5,8,54.55
CXCR3,cxcr3.1,5,6,9,45.45
CXCR3,cxcr3.2,5,8,7,38.46
CXCR4,cxcr4a,3,4,12,42.86
CXCR4,cxcr4b,0,5,14,0.0
CXCR5,cxcr5,4,7,11,36.36
CYSLTR1,cysltr1,15,1,3,93.75
DRD1,drd1a,1,13,17,7.14
DRD1,drd1b,0,3,28,0.0
DRD2,drd2a,1,8,15,11.11
DRD2,drd2b,0,9,15,0.0
DRD3,drd3,2,10,11,16.67
DRD4,drd4a,1,12,10,7.69
DRD4,drd4b,1,10,12,9.09
EDNRA,ednraa,0,0,0,0.0
EDNRA,ednrab,0,0,0,0.0
EDNRB,ednrba,0,0,23,0.0
EDNRB,ednrbb,0,0,23,0.0
F2R,f2r,1,8,12,11.11
F2RL1,f2rl1.1,1,14,9,6.67
F2RL1,f2rl1.2,2,13,9,13.33
F2RL2,f2rl2,2,7,15,22.22
FPR1,fpr1,0,0,17,0.0
FSHR,fshr,0,5,11,0.0
FZD1,fzd1,1,12,10,7.69
FZD10,fzd10,1,11,8,8.33
FZD2,fzd2,0,12,12,0.0
FZD3,fzd3a,4,15,7,21.05
FZD3,fzd3b,2,11,13,15.38
FZD4,fzd4,0,0,0,0.0
FZD5,fzd5,1,6,15,14.29
FZD6,fzd6,0,13,7,0.0
FZD7,fzd7a,0,0,0,0.0
FZD7,fzd7b,0,0,0,0.0
FZD8,fzd8a,0,0,0,0.0
FZD8,fzd8b,0,0,0,0.0
FZD9,fzd9a,1,15,10,6.25
FZD9,fzd9b,1,16,9,5.88
GABBR1,gabbr1a,20,6,5,76.92
GABBR1,gabbr1b,23,3,5,88.46
GABBR2,gabbr2,23,0,4,100.0
GALR1,galr1a,16,2,1,88.89
GALR1,galr1b,9,6,4,60.0
GALR2,galr2a,4,6,10,40.0
GALR2,galr2b,1,7,12,12.5
GCGR,gcgra,0,0,0,0.0
GCGR,gcgrb,0,0,0,0.0
GHRHR,ghrhra,0,5,22,0.0
GHRHR,ghrhrb,1,13,13,7.14
GHSR,ghsra,10,4,7,71.43
GHSR,ghsrb,0,6,15,0.0
GIPR,gipr,1,1,17,50.0
GPBAR1,gpbar1,0,13,17,0.0
GPER1,gper1,0,12,12,0.0
GPR101,gpr101,3,6,21,33.33
GPR12,gpr12,0,6,19,0.0
GPR132,gpr132a,1,5,17,16.67
GPR132,gpr132b,3,8,12,27.27
GPR135,gpr135,2,6,10,25.0
GPR139,gpr139,0,9,13,0.0
GPR142,gpr142,0,7,11,0.0
GPR146,gpr146,3,8,15,27.27
GPR151,gpr151,0,0,0,0.0
GPR153,gpr153,0,0,0,0.0
GPR156,gpr156,2,10,8,16.67
GPR158,gpr158a,1,13,10,7.14
GPR158,gpr158b,9,5,10,64.29
GPR160,gpr160,1,10,12,9.09
GPR161,gpr161b,0,8,10,0.0
GPR17,gpr17,2,7,9,22.22
GPR171,gpr171,0,13,9,0.0
GPR173,gpr173,15,4,0,78.95
GPR174,gpr174,0,10,11,0.0
GPR176,gpr176,0,10,6,0.0
GPR18,gpr18,1,10,13,9.09
GPR183,gpr183a,11,6,5,64.71
GPR183,gpr183b,13,5,4,72.22
GPR19,gpr19,0,10,10,0.0
GPR20,gpr20,0,13,12,0.0
GPR22,gpr22a,0,0,21,0.0
GPR22,gpr22b,2,13,6,13.33
GPR25,gpr25,3,10,8,23.08
GPR26,gpr26,2,11,16,15.38
GPR27,gpr27,11,5,3,68.75
GPR3,gpr3,3,14,11,17.65
GPR34,gpr34a,3,5,11,37.5
GPR34,gpr34b,0,9,10,0.0
GPR35,gpr35.1,0,8,10,0.0
GPR37,gpr37a,0,0,20,0.0
GPR37,gpr37b,0,8,12,0.0
GPR37L1,gpr37l1a,0,0,0,0.0
GPR37L1,gpr37l1b,0,0,0,0.0
