human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,0,4,24,0.0
ACKR3,ackr3b,0,3,25,0.0
ACKR4,ackr4b,0,0,22,0.0
ADCYAP1R1,adcyap1r1a,0,0,9,0.0
ADGRA1,adgra1a,0,1,16,0.0
ADGRA2,adgra2,14,2,2,87.5
ADGRA3,adgra3,0,1,15,0.0
ADGRB1,adgrb1a,0,0,16,0.0
ADGRB1,adgrb1b,0,0,16,0.0
ADGRB2,adgrb2,14,1,4,93.33
ADGRB3,adgrb3,9,0,11,100.0
ADGRD1,adgrd1,0,0,11,0.0
ADGRD2,adgrd2,0,0,10,0.0
ADGRE5,adgre5a,0,1,15,0.0
ADGRE5,adgre5b.2,0,2,14,0.0
ADGRE5,adgre5b.3,1,0,15,100.0
ADGRF3,adgrf3a,0,0,16,0.0
ADGRF3,adgrf3b,0,1,15,0.0
ADGRG1,adgrg1,0,0,12,0.0
ADGRG2,adgrg2a,0,0,9,0.0
ADGRG6,adgrg6,0,0,12,0.0
ADGRG7,adgrg7.2,0,1,18,0.0
ADGRL1,adgrl1a,0,0,13,0.0
ADGRL2,adgrl2a,2,0,8,100.0
ADGRL2,adgrl2b.1,0,0,10,0.0
ADGRL3,adgrl3.1,0,1,8,0.0
ADGRL4,adgrl4,1,0,9,100.0
ADORA1,adora1b,0,1,17,0.0
ADORA2A,adora2aa,0,0,21,0.0
ADORA2A,adora2ab,1,2,18,33.33
ADORA2B,adora2b,4,0,25,100.0
ADRA1A,adra1aa,0,6,15,0.0
ADRA1A,adra1ab,0,0,21,0.0
ADRA1B,adra1ba,0,0,18,0.0
ADRA1B,adra1bb,0,1,17,0.0
ADRA1D,adra1d,5,2,14,71.43
ADRA2A,adra2a,2,2,8,50.0
ADRA2B,adra2b,9,1,2,90.0
ADRA2C,adra2c,0,5,12,0.0
ADRB1,adrb1,0,1,23,0.0
ADRB2,adrb2a,0,0,26,0.0
ADRB2,adrb2b,0,6,20,0.0
ADRB3,adrb3a,0,0,8,0.0
ADRB3,adrb3b,0,0,8,0.0
AGTR1,agtr1a,0,2,17,0.0
AGTR1,agtr1b,0,3,16,0.0
AGTR2,agtr2,1,4,16,20.0
APLNR,aplnra,0,1,13,0.0
APLNR,aplnrb,0,1,13,0.0
AVPR1A,avpr1aa,0,2,19,0.0
AVPR1A,avpr1ab,0,0,21,0.0
AVPR2,avpr2aa,1,3,18,25.0
AVPR2,avpr2ab,1,2,19,33.33
BDKRB1,bdkrb1,0,0,10,0.0
C5AR1,c5ar1,0,3,11,0.0
CALCR,calcr,1,1,6,50.0
CALCRL,calcrla,0,0,3,0.0
CALCRL,calcrlb,0,0,3,0.0
CASR,casr,19,1,4,95.0
CCKAR,cckar,1,3,21,25.0
CCKBR,cckbra,0,4,27,0.0
CCR10,ccr10,0,0,24,0.0
CCR2,ccr2,0,4,26,0.0
CCR6,ccr6a,0,1,10,0.0
CCR6,ccr6b,0,0,11,0.0
CCR7,ccr7,0,0,33,0.0
CCR8,ccr8.1,0,3,11,0.0
CCR9,ccr9a,0,1,18,0.0
CCR9,ccr9b,0,3,16,0.0
CELSR1,celsr1a,0,0,3,0.0
CELSR1,celsr1b,0,0,3,0.0
CELSR3,celsr3,0,0,0,0.0
CHRM1,chrm1a,0,1,12,0.0
CHRM2,chrm2a,1,2,12,33.33
CHRM2,chrm2b,0,1,14,0.0
CHRM3,chrm3a,0,2,18,0.0
CHRM3,chrm3b,0,1,19,0.0
