human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,7,3,12,70.0
ACKR3,ackr3b,5,2,15,71.43
ACKR4,ackr4b,0,3,15,0.0
ADCYAP1R1,adcyap1r1a,0,0,0,0.0
ADGRA1,adgra1a,0,4,22,0.0
ADGRA2,adgra2,0,0,0,0.0
ADGRA3,adgra3,0,0,20,0.0
ADGRB1,adgrb1a,0,1,12,0.0
ADGRB1,adgrb1b,0,2,11,0.0
ADGRB2,adgrb2,0,0,28,0.0
ADGRB3,adgrb3,0,2,18,0.0
ADGRD1,adgrd1,0,0,1,0.0
ADGRD2,adgrd2,0,0,0,0.0
ADGRE5,adgre5a,0,0,18,0.0
ADGRE5,adgre5b.2,0,1,17,0.0
ADGRE5,adgre5b.3,0,2,16,0.0
ADGRF3,adgrf3a,1,5,14,16.67
ADGRF3,adgrf3b,0,0,20,0.0
ADGRG1,adgrg1,0,1,26,0.0
ADGRG2,adgrg2a,0,1,21,0.0
ADGRG6,adgrg6,0,2,25,0.0
ADGRG7,adgrg7.2,0,0,0,0.0
ADGRL1,adgrl1a,0,0,7,0.0
ADGRL2,adgrl2a,0,1,4,0.0
ADGRL2,adgrl2b.1,0,0,5,0.0
ADGRL3,adgrl3.1,0,5,12,0.0
ADGRL4,adgrl4,0,2,18,0.0
ADORA1,adora1b,0,1,8,0.0
ADORA2A,adora2aa,6,1,14,85.71
ADORA2A,adora2ab,0,3,18,0.0
ADORA2B,adora2b,0,0,1,0.0
ADRA1A,adra1aa,2,4,18,33.33
ADRA1A,adra1ab,0,3,21,0.0
ADRA1B,adra1ba,0,0,0,0.0
ADRA1B,adra1bb,0,0,0,0.0
ADRA1D,adra1d,1,1,22,50.0
ADRA2A,adra2a,0,3,13,0.0
ADRA2B,adra2b,0,5,16,0.0
ADRA2C,adra2c,0,0,26,0.0
ADRB1,adrb1,1,2,21,33.33
ADRB2,adrb2a,0,5,20,0.0
ADRB2,adrb2b,1,7,17,12.5
ADRB3,adrb3a,1,4,24,20.0
ADRB3,adrb3b,0,1,28,0.0
AGTR1,agtr1a,0,0,22,0.0
AGTR1,agtr1b,2,1,19,66.67
AGTR2,agtr2,0,7,16,0.0
APLNR,aplnra,7,5,8,58.33
APLNR,aplnrb,10,8,2,55.56
AVPR1A,avpr1aa,0,0,28,0.0
AVPR1A,avpr1ab,0,3,25,0.0
AVPR2,avpr2aa,0,0,0,0.0
AVPR2,avpr2ab,0,0,0,0.0
BDKRB1,bdkrb1,4,3,15,57.14
C5AR1,c5ar1,2,5,12,28.57
CALCR,calcr,0,2,21,0.0
CALCRL,calcrla,0,2,14,0.0
CALCRL,calcrlb,0,2,14,0.0
CASR,casr,5,1,18,83.33
CCKAR,cckar,0,0,23,0.0
CCKBR,cckbra,0,0,0,0.0
CCR10,ccr10,0,6,14,0.0
CCR2,ccr2,0,7,14,0.0
CCR6,ccr6a,2,1,15,66.67
CCR6,ccr6b,1,6,11,14.29
CCR7,ccr7,10,2,8,83.33
CCR8,ccr8.1,0,0,22,0.0
CCR9,ccr9a,1,7,17,12.5
CCR9,ccr9b,0,5,20,0.0
CELSR1,celsr1a,0,1,5,0.0
CELSR1,celsr1b,0,1,5,0.0
CELSR3,celsr3,0,0,0,0.0
CHRM1,chrm1a,0,4,17,0.0
CHRM2,chrm2a,1,6,16,14.29
CHRM2,chrm2b,0,2,21,0.0
CHRM3,chrm3a,0,0,25,0.0
CHRM3,chrm3b,0,0,25,0.0
CHRM4,chrm4a,1,3,18,25.0
CHRM4,chrm4b,2,5,15,28.57
CHRM5,chrm5a,0,0,0,0.0
CHRM5,chrm5b,0,0,0,0.0
CMKLR1,cmklr1,0,1,23,0.0
CMKLR2,cmklr2,0,5,17,0.0
CNR1,cnr1,0,0,0,0.0
CNR2,cnr2,0,0,21,0.0
CRHR1,crhr1,2,0,19,100.0
CRHR2,crhr2,0,0,22,0.0
CXCR1,cxcr1,2,4,14,33.33
CXCR2,cxcr2,5,2,12,71.43
CXCR3,cxcr3.1,0,0,20,0.0
CXCR3,cxcr3.2,1,3,16,25.0
CXCR4,cxcr4a,0,1,18,0.0
