human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,4,5,13,44.44
ACKR3,ackr3b,11,7,4,61.11
ACKR4,ackr4b,6,3,10,66.67
ADCYAP1R1,adcyap1r1a,1,5,17,16.67
ADGRA1,adgra1a,8,3,1,72.73
ADGRA2,adgra2,0,6,19,0.0
ADGRA3,adgra3,1,1,10,50.0
ADGRB1,adgrb1a,10,1,8,90.91
ADGRB1,adgrb1b,16,1,2,94.12
ADGRB2,adgrb2,13,0,2,100.0
ADGRB3,adgrb3,1,8,17,11.11
ADGRD1,adgrd1,2,7,18,22.22
ADGRD2,adgrd2,1,5,11,16.67
ADGRE5,adgre5a,0,2,21,0.0
ADGRE5,adgre5b.2,1,8,14,11.11
ADGRE5,adgre5b.3,1,3,19,25.0
ADGRF3,adgrf3a,0,13,15,0.0
ADGRF3,adgrf3b,2,6,20,25.0
ADGRG1,adgrg1,0,5,13,0.0
ADGRG2,adgrg2a,0,4,17,0.0
ADGRG6,adgrg6,5,1,14,83.33
ADGRG7,adgrg7.2,0,9,16,0.0
ADGRL1,adgrl1a,0,8,11,0.0
ADGRL2,adgrl2a,2,0,15,100.0
ADGRL2,adgrl2b.1,0,0,17,0.0
ADGRL3,adgrl3.1,8,1,8,88.89
ADGRL4,adgrl4,0,6,17,0.0
ADORA1,adora1b,3,4,2,42.86
ADORA2A,adora2aa,0,7,15,0.0
ADORA2A,adora2ab,0,2,20,0.0
ADORA2B,adora2b,13,2,5,86.67
ADRA1A,adra1aa,4,4,13,50.0
ADRA1A,adra1ab,0,4,17,0.0
ADRA1B,adra1ba,1,7,12,12.5
ADRA1B,adra1bb,0,2,18,0.0
ADRA1D,adra1d,1,1,19,50.0
ADRA2A,adra2a,3,7,18,30.0
ADRA2B,adra2b,0,10,12,0.0
ADRA2C,adra2c,4,5,9,44.44
ADRB1,adrb1,1,3,16,25.0
ADRB2,adrb2a,11,4,1,73.33
ADRB2,adrb2b,3,0,13,100.0
ADRB3,adrb3a,2,6,16,25.0
ADRB3,adrb3b,1,6,17,14.29
AGTR1,agtr1a,1,2,18,33.33
AGTR1,agtr1b,0,7,14,0.0
AGTR2,agtr2,0,9,14,0.0
APLNR,aplnra,0,6,14,0.0
APLNR,aplnrb,0,9,11,0.0
AVPR1A,avpr1aa,1,8,13,11.11
AVPR1A,avpr1ab,0,4,18,0.0
AVPR2,avpr2aa,1,2,17,33.33
AVPR2,avpr2ab,0,3,17,0.0
BDKRB1,bdkrb1,8,8,3,50.0
C5AR1,c5ar1,4,3,11,57.14
CALCR,calcr,2,1,12,66.67
CALCRL,calcrla,0,8,6,0.0
CALCRL,calcrlb,6,2,6,75.0
CASR,casr,8,1,16,88.89
CCKAR,cckar,9,5,3,64.29
CCKBR,cckbra,14,2,4,87.5
CCR10,ccr10,3,4,15,42.86
CCR2,ccr2,0,6,16,0.0
CCR6,ccr6a,0,5,18,0.0
CCR6,ccr6b,0,6,17,0.0
CCR7,ccr7,10,3,8,76.92
CCR8,ccr8.1,12,4,6,75.0
CCR9,ccr9a,6,6,8,50.0
CCR9,ccr9b,4,8,8,33.33
CELSR1,celsr1a,0,0,0,0.0
CELSR1,celsr1b,0,0,0,0.0
CELSR3,celsr3,1,0,3,100.0
CHRM1,chrm1a,1,14,9,6.67
CHRM2,chrm2a,20,0,3,100.0
CHRM2,chrm2b,4,2,17,66.67
CHRM3,chrm3a,6,5,14,54.55
CHRM3,chrm3b,20,2,3,90.91
CHRM4,chrm4a,0,7,13,0.0
CHRM4,chrm4b,0,1,19,0.0
CHRM5,chrm5a,1,5,15,16.67
CHRM5,chrm5b,1,10,10,9.09
CMKLR1,cmklr1,0,5,13,0.0
CMKLR2,cmklr2,1,7,10,12.5
CNR1,cnr1,21,0,1,100.0
CNR2,cnr2,9,8,1,52.94
CRHR1,crhr1,6,0,12,100.0
CRHR2,crhr2,0,4,13,0.0
CXCR1,cxcr1,6,7,9,46.15
CXCR2,cxcr2,8,3,8,72.73
CXCR3,cxcr3.1,6,5,10,54.55
CXCR3,cxcr3.2,4,7,10,36.36
CXCR4,cxcr4a,13,5,5,72.22
CXCR4,cxcr4b,1,3,19,25.0
CXCR5,cxcr5,1,6,13,14.29
CYSLTR1,cysltr1,4,5,13,44.44
DRD1,drd1a,2,3,18,40.0
DRD1,drd1b,5,1,17,83.33
DRD2,drd2a,1,7,17,12.5
DRD2,drd2b,0,8,17,0.0
DRD3,drd3,1,7,20,12.5
DRD4,drd4a,0,6,14,0.0
DRD4,drd4b,1,5,14,16.67
EDNRA,ednraa,15,1,3,93.75
EDNRA,ednrab,16,1,2,94.12
EDNRB,ednrba,17,1,0,94.44
EDNRB,ednrbb,10,1,7,90.91
F2R,f2r,4,6,12,40.0
F2RL1,f2rl1.1,2,7,14,22.22
F2RL1,f2rl1.2,5,3,15,62.5
F2RL2,f2rl2,5,1,18,83.33
FPR1,fpr1,1,3,13,25.0
FSHR,fshr,1,5,18,16.67
FZD1,fzd1,1,5,12,16.67
FZD10,fzd10,21,1,1,95.45
FZD2,fzd2,19,2,0,90.48
FZD3,fzd3a,16,3,0,84.21
FZD3,fzd3b,12,4,3,75.0
FZD4,fzd4,18,0,2,100.0
FZD5,fzd5,0,7,15,0.0
FZD6,fzd6,1,8,14,11.11
FZD7,fzd7a,1,3,16,25.0
FZD7,fzd7b,0,3,17,0.0
FZD8,fzd8a,20,2,0,90.91
FZD8,fzd8b,17,3,2,85.0
FZD9,fzd9a,17,2,2,89.47
FZD9,fzd9b,4,3,14,57.14
GABBR1,gabbr1a,21,1,3,95.45
GABBR1,gabbr1b,19,1,5,95.0
GABBR2,gabbr2,18,2,8,90.0
GALR1,galr1a,0,7,14,0.0
GALR1,galr1b,2,7,12,22.22
GALR2,galr2a,14,4,1,77.78
GALR2,galr2b,9,5,5,64.29
GCGR,gcgra,0,0,11,0.0
GCGR,gcgrb,1,2,8,33.33
GHRHR,ghrhra,1,6,12,14.29
GHRHR,ghrhrb,1,5,13,16.67
GHSR,ghsra,10,1,6,90.91
GHSR,ghsrb,9,1,7,90.0
GIPR,gipr,1,2,13,33.33
GPBAR1,gpbar1,1,3,15,25.0
GPER1,gper1,0,4,12,0.0
GPR101,gpr101,4,6,6,40.0
GPR12,gpr12,14,5,3,73.68
GPR132,gpr132a,0,3,18,0.0
GPR132,gpr132b,10,3,8,76.92
GPR135,gpr135,0,6,10,0.0
GPR139,gpr139,0,5,13,0.0
GPR142,gpr142,0,4,8,0.0
GPR146,gpr146,1,0,18,100.0
GPR151,gpr151,1,4,11,20.0
GPR153,gpr153,0,7,18,0.0
GPR156,gpr156,6,8,2,42.86
GPR158,gpr158a,12,5,0,70.59
GPR158,gpr158b,13,4,0,76.47
GPR160,gpr160,0,5,15,0.0
GPR161,gpr161b,12,4,1,75.0
GPR17,gpr17,10,4,6,71.43
GPR171,gpr171,2,1,19,66.67
GPR173,gpr173,0,2,16,0.0
GPR174,gpr174,1,5,14,16.67
GPR176,gpr176,0,2,16,0.0
GPR18,gpr18,0,5,15,0.0
GPR183,gpr183a,1,7,14,12.5
GPR183,gpr183b,2,6,14,25.0
GPR19,gpr19,10,5,4,66.67
GPR20,gpr20,0,7,18,0.0
GPR22,gpr22a,0,3,8,0.0
GPR22,gpr22b,0,5,6,0.0
GPR25,gpr25,1,7,12,12.5
GPR26,gpr26,0,5,14,0.0
GPR27,gpr27,0,5,16,0.0
GPR3,gpr3,1,7,16,12.5
GPR34,gpr34a,5,6,4,45.45
GPR34,gpr34b,5,9,1,35.71
GPR35,gpr35.1,0,8,13,0.0
GPR37,gpr37a,12,1,6,92.31
GPR37,gpr37b,13,2,4,86.67
GPR37L1,gpr37l1a,2,3,13,40.0
GPR37L1,gpr37l1b,9,2,7,81.82
GPR39,gpr39,12,1,5,92.31
GPR4,gpr4,23,1,1,95.83
GPR45,gpr45,0,5,11,0.0
GPR52,gpr52,0,5,21,0.0
GPR55,gpr55a,0,6,11,0.0
GPR6,gpr6,3,2,18,60.0
GPR61,gpr61,12,4,4,75.0
GPR63,gpr63,13,4,7,76.47
GPR65,gpr65,8,4,8,66.67
GPR75,gpr75,0,4,17,0.0
GPR78,gpr78a,1,1,13,50.0
GPR78,gpr78b,3,3,9,50.0
GPR84,gpr84,8,6,8,57.14
GPR85,gpr85,8,1,10,88.89
GPRC5B,gprc5ba,4,3,14,57.14
GPRC5B,gprc5bb,11,5,5,68.75
GPRC5C,gprc5c,19,2,3,90.48
GPRC6A,gprc6a,12,2,6,85.71
GRM1,grm1a,23,0,1,100.0
GRM1,grm1b,20,2,2,90.91
GRM2,grm2a,4,3,15,57.14
GRM2,grm2b,8,2,12,80.0
GRM3,grm3,22,0,2,100.0
GRM4,grm4,9,2,12,81.82
GRM5,grm5a,20,0,4,100.0
GRM5,grm5b,20,0,4,100.0
GRM6,grm6a,16,5,3,76.19
GRM6,grm6b,16,4,4,80.0
GRM8,grm8a,22,1,1,95.65
GRM8,grm8b,23,1,0,95.83
HCAR1,hcar1-1,6,6,8,50.0
HCAR1,hcar1-2,5,6,9,45.45
HCRTR2,hcrtr2,17,2,3,89.47
HRH1,hrh1,0,8,14,0.0
HRH2,hrh2a,0,4,20,0.0
HRH2,hrh2b,1,5,18,16.67
HRH3,hrh3,2,6,16,25.0
HTR1A,htr1aa,0,2,30,0.0
HTR1A,htr1ab,2,10,20,16.67
HTR1B,htr1b,8,0,10,100.0
HTR1D,htr1d,0,2,4,0.0
HTR1F,htr1fa,13,4,2,76.47
HTR1F,htr1fb,14,4,1,77.78
HTR2A,htr2ab,12,4,8,75.0
HTR2B,htr2b,0,4,13,0.0
HTR4,htr4,5,4,13,55.56
HTR5A,htr5aa,14,1,4,93.33
HTR5A,htr5ab,16,1,2,94.12
HTR6,htr6,1,4,14,20.0
HTR7,htr7a,0,6,15,0.0
KISS1R,kiss1ra,1,2,16,33.33
KISS1R,kiss1rb,2,3,14,40.0
LGR4,lgr4,0,6,10,0.0
LGR6,lgr6,0,9,9,0.0
LHCGR,lhcgr,16,3,0,84.21
LPAR1,lpar1,19,0,4,100.0
LPAR2,lpar2a,1,8,14,11.11
