human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,4,1,10,80.0
ACKR3,ackr3b,0,2,13,0.0
ACKR4,ackr4b,10,3,1,76.92
ADCYAP1R1,adcyap1r1a,0,0,5,0.0
ADGRA1,adgra1a,1,1,14,50.0
ADGRA2,adgra2,3,0,7,100.0
ADGRA3,adgra3,14,1,2,93.33
ADGRB1,adgrb1a,14,1,0,93.33
ADGRB1,adgrb1b,14,1,0,93.33
ADGRB2,adgrb2,11,0,7,100.0
ADGRB3,adgrb3,0,1,17,0.0
ADGRD1,adgrd1,0,2,11,0.0
ADGRD2,adgrd2,11,2,1,84.62
ADGRE5,adgre5a,0,1,17,0.0
ADGRE5,adgre5b.2,8,3,7,72.73
ADGRE5,adgre5b.3,9,3,6,75.0
ADGRF3,adgrf3a,6,5,2,54.55
ADGRF3,adgrf3b,6,5,2,54.55
ADGRG1,adgrg1,0,1,16,0.0
ADGRG2,adgrg2a,0,0,15,0.0
ADGRG6,adgrg6,10,1,4,90.91
ADGRG7,adgrg7.2,0,2,18,0.0
ADGRL1,adgrl1a,17,0,2,100.0
ADGRL2,adgrl2a,16,0,1,100.0
ADGRL2,adgrl2b.1,0,0,17,0.0
ADGRL3,adgrl3.1,18,0,0,100.0
ADGRL4,adgrl4,16,1,1,94.12
ADORA1,adora1b,9,0,10,100.0
ADORA2A,adora2aa,20,2,1,90.91
ADORA2A,adora2ab,21,2,0,91.3
ADORA2B,adora2b,21,1,1,95.45
ADRA1A,adra1aa,16,1,1,94.12
ADRA1A,adra1ab,14,3,1,82.35
ADRA1B,adra1ba,17,1,2,94.44
ADRA1B,adra1bb,16,2,2,88.89
ADRA1D,adra1d,17,0,1,100.0
ADRA2A,adra2a,19,1,0,95.0
ADRA2B,adra2b,18,1,0,94.74
ADRA2C,adra2c,0,2,3,0.0
ADRB1,adrb1,17,1,2,94.44
ADRB2,adrb2a,18,1,1,94.74
ADRB2,adrb2b,19,0,1,100.0
ADRB3,adrb3a,17,2,0,89.47
ADRB3,adrb3b,17,2,0,89.47
AGTR1,agtr1a,2,1,17,66.67
AGTR1,agtr1b,4,2,14,66.67
AGTR2,agtr2,0,3,21,0.0
APLNR,aplnra,10,4,5,71.43
APLNR,aplnrb,12,4,3,75.0
AVPR1A,avpr1aa,14,2,4,87.5
AVPR1A,avpr1ab,15,2,3,88.24
AVPR2,avpr2aa,8,5,5,61.54
AVPR2,avpr2ab,10,5,3,66.67
BDKRB1,bdkrb1,7,6,3,53.85
C5AR1,c5ar1,4,4,7,50.0
CALCR,calcr,4,3,1,57.14
CALCRL,calcrla,0,0,9,0.0
CALCRL,calcrlb,7,1,1,87.5
CASR,casr,0,2,18,0.0
CCKAR,cckar,1,3,14,25.0
CCKBR,cckbra,12,4,4,75.0
CCR10,ccr10,3,3,9,50.0
CCR2,ccr2,3,7,7,30.0
CCR6,ccr6a,0,2,15,0.0
CCR6,ccr6b,0,1,16,0.0
CCR7,ccr7,8,4,5,66.67
CCR8,ccr8.1,0,2,16,0.0
CCR9,ccr9a,1,0,13,100.0
CCR9,ccr9b,0,0,14,0.0
CELSR1,celsr1a,0,3,7,0.0
CELSR1,celsr1b,0,3,7,0.0
CELSR3,celsr3,0,0,6,0.0
CHRM1,chrm1a,0,1,6,0.0
CHRM2,chrm2a,16,0,1,100.0
CHRM2,chrm2b,3,0,14,100.0
CHRM3,chrm3a,20,1,0,95.24
CHRM3,chrm3b,0,4,17,0.0
CHRM4,chrm4a,0,1,14,0.0
CHRM4,chrm4b,0,1,14,0.0
CHRM5,chrm5a,0,3,16,0.0
CHRM5,chrm5b,16,1,2,94.12
CMKLR1,cmklr1,8,7,2,53.33
CMKLR2,cmklr2,0,2,10,0.0
