human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,1,6,16,14.29
ACKR3,ackr3b,2,6,15,25.0
ACKR4,ackr4b,14,6,2,70.0
ADCYAP1R1,adcyap1r1a,0,7,19,0.0
ADGRA1,adgra1a,15,8,1,65.22
ADGRA2,adgra2,1,5,20,16.67
ADGRA3,adgra3,13,10,1,56.52
ADGRB1,adgrb1a,26,0,1,100.0
ADGRB1,adgrb1b,25,0,2,100.0
ADGRB2,adgrb2,0,7,19,0.0
ADGRB3,adgrb3,0,11,12,0.0
ADGRD1,adgrd1,1,6,18,14.29
ADGRD2,adgrd2,19,3,2,86.36
ADGRE5,adgre5a,1,1,23,50.0
ADGRE5,adgre5b.2,16,8,1,66.67
ADGRE5,adgre5b.3,9,6,10,60.0
ADGRF3,adgrf3a,7,4,12,63.64
ADGRF3,adgrf3b,8,8,7,50.0
ADGRG1,adgrg1,6,10,11,37.5
ADGRG2,adgrg2a,11,5,12,68.75
ADGRG6,adgrg6,10,6,10,62.5
ADGRG7,adgrg7.2,5,1,21,83.33
ADGRL1,adgrl1a,22,2,0,91.67
ADGRL2,adgrl2a,22,2,1,91.67
ADGRL2,adgrl2b.1,1,2,22,33.33
ADGRL3,adgrl3.1,20,0,4,100.0
ADGRL4,adgrl4,19,3,1,86.36
ADORA1,adora1b,20,3,3,86.96
ADORA2A,adora2aa,1,9,14,10.0
ADORA2A,adora2ab,12,1,11,92.31
ADORA2B,adora2b,0,8,17,0.0
ADRA1A,adra1aa,2,9,12,18.18
ADRA1A,adra1ab,1,6,16,14.29
ADRA1B,adra1ba,2,7,18,22.22
ADRA1B,adra1bb,1,5,21,16.67
ADRA1D,adra1d,1,8,14,11.11
ADRA2A,adra2a,8,4,16,66.67
ADRA2B,adra2b,21,3,1,87.5
ADRA2C,adra2c,0,8,14,0.0
ADRB1,adrb1,0,5,17,0.0
ADRB2,adrb2a,2,7,16,22.22
ADRB2,adrb2b,3,6,16,33.33
ADRB3,adrb3a,0,5,18,0.0
ADRB3,adrb3b,2,9,12,18.18
AGTR1,agtr1a,1,6,17,14.29
AGTR1,agtr1b,0,7,17,0.0
AGTR2,agtr2,0,8,15,0.0
APLNR,aplnra,2,10,12,16.67
APLNR,aplnrb,0,11,13,0.0
AVPR1A,avpr1aa,0,5,19,0.0
AVPR1A,avpr1ab,0,8,16,0.0
AVPR2,avpr2aa,1,7,14,12.5
