human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,1,2,19,33.33
ACKR3,ackr3b,10,5,7,66.67
ACKR4,ackr4b,2,1,16,66.67
ADCYAP1R1,adcyap1r1a,0,3,20,0.0
ADGRA1,adgra1a,8,3,1,72.73
ADGRA2,adgra2,0,2,23,0.0
ADGRA3,adgra3,0,0,12,0.0
ADGRB1,adgrb1a,4,1,14,80.0
ADGRB1,adgrb1b,16,1,2,94.12
ADGRB2,adgrb2,13,0,2,100.0
ADGRB3,adgrb3,1,6,19,14.29
ADGRD1,adgrd1,0,4,23,0.0
ADGRD2,adgrd2,1,0,16,100.0
ADGRE5,adgre5a,0,2,21,0.0
ADGRE5,adgre5b.2,1,5,17,16.67
ADGRE5,adgre5b.3,0,2,21,0.0
ADGRF3,adgrf3a,0,6,22,0.0
ADGRF3,adgrf3b,1,5,22,16.67
ADGRG1,adgrg1,0,3,15,0.0
ADGRG2,adgrg2a,0,3,18,0.0
ADGRG6,adgrg6,2,0,18,100.0
ADGRG7,adgrg7.2,0,3,22,0.0
ADGRL1,adgrl1a,0,4,15,0.0
ADGRL2,adgrl2a,0,0,17,0.0
ADGRL2,adgrl2b.1,0,0,17,0.0
ADGRL3,adgrl3.1,5,0,12,100.0
ADGRL4,adgrl4,0,4,19,0.0
ADORA1,adora1b,3,4,2,42.86
ADORA2A,adora2aa,0,4,18,0.0
ADORA2A,adora2ab,0,2,20,0.0
ADORA2B,adora2b,4,1,15,80.0
ADRA1A,adra1aa,0,2,19,0.0
ADRA1A,adra1ab,0,2,19,0.0
ADRA1B,adra1ba,1,3,16,25.0
ADRA1B,adra1bb,0,2,18,0.0
ADRA1D,adra1d,1,0,20,100.0
ADRA2A,adra2a,2,2,24,50.0
ADRA2B,adra2b,0,6,16,0.0
ADRA2C,adra2c,2,2,14,50.0
ADRB1,adrb1,1,1,18,50.0
ADRB2,adrb2a,11,3,2,78.57
ADRB2,adrb2b,1,0,15,100.0
ADRB3,adrb3a,1,3,20,25.0
ADRB3,adrb3b,1,2,21,33.33
AGTR1,agtr1a,0,0,21,0.0
AGTR1,agtr1b,0,2,19,0.0
AGTR2,agtr2,0,7,16,0.0
