human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,0,15,15,0.0
ACKR3,ackr3b,15,9,6,62.5
ACKR4,ackr4b,2,11,21,15.38
ADCYAP1R1,adcyap1r1a,0,7,20,0.0
ADGRA1,adgra1a,0,6,16,0.0
ADGRA2,adgra2,0,5,6,0.0
ADGRA3,adgra3,0,3,7,0.0
ADGRB1,adgrb1a,18,2,1,90.0
ADGRB1,adgrb1b,18,3,0,85.71
ADGRB2,adgrb2,0,15,6,0.0
ADGRB3,adgrb3,1,10,12,9.09
ADGRD1,adgrd1,0,4,11,0.0
ADGRD2,adgrd2,4,3,4,57.14
ADGRE5,adgre5a,0,3,15,0.0
ADGRE5,adgre5b.2,5,6,7,45.45
ADGRE5,adgre5b.3,5,2,11,71.43
ADGRF3,adgrf3a,0,12,3,0.0
ADGRF3,adgrf3b,0,1,14,0.0
ADGRG1,adgrg1,0,3,13,0.0
ADGRG2,adgrg2a,3,2,3,60.0
ADGRG6,adgrg6,1,3,5,25.0
ADGRG7,adgrg7.2,0,4,13,0.0
ADGRL1,adgrl1a,0,8,7,0.0
ADGRL2,adgrl2a,3,5,8,37.5
ADGRL2,adgrl2b.1,0,0,16,0.0
ADGRL3,adgrl3.1,0,2,8,0.0
ADGRL4,adgrl4,0,2,10,0.0
ADORA1,adora1b,13,3,3,81.25
ADORA2A,adora2aa,16,3,4,84.21
ADORA2A,adora2ab,2,6,15,25.0
ADORA2B,adora2b,17,3,3,85.0
ADRA1A,adra1aa,0,9,9,0.0
ADRA1A,adra1ab,0,9,9,0.0
ADRA1B,adra1ba,15,3,3,83.33
ADRA1B,adra1bb,0,8,13,0.0
ADRA1D,adra1d,0,9,9,0.0
ADRA2A,adra2a,2,12,15,14.29
ADRA2B,adra2b,0,2,15,0.0
ADRA2C,adra2c,0,7,12,0.0
ADRB1,adrb1,1,7,13,12.5
ADRB2,adrb2a,11,12,2,47.83
ADRB2,adrb2b,10,7,8,58.82
ADRB3,adrb3a,12,3,6,80.0
ADRB3,adrb3b,1,9,11,10.0
AGTR1,agtr1a,0,4,13,0.0
AGTR1,agtr1b,4,3,10,57.14
AGTR2,agtr2,1,9,9,10.0
APLNR,aplnra,0,7,10,0.0
