human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,0,5,23,0.0
ACKR3,ackr3b,1,5,22,16.67
ACKR4,ackr4b,1,5,22,16.67
ADCYAP1R1,adcyap1r1a,27,0,1,100.0
ADGRA1,adgra1a,2,5,18,28.57
ADGRA2,adgra2,13,9,0,59.09
ADGRA3,adgra3,1,2,25,33.33
ADGRB1,adgrb1a,2,3,20,40.0
ADGRB1,adgrb1b,24,0,1,100.0
ADGRB2,adgrb2,21,1,3,95.45
ADGRB3,adgrb3,22,0,3,100.0
ADGRD1,adgrd1,9,1,18,90.0
ADGRD2,adgrd2,18,2,3,90.0
ADGRE5,adgre5a,0,0,26,0.0
ADGRE5,adgre5b.2,14,9,3,60.87
ADGRE5,adgre5b.3,8,5,13,61.54
ADGRF3,adgrf3a,9,4,11,69.23
ADGRF3,adgrf3b,8,4,12,66.67
ADGRG1,adgrg1,8,12,8,40.0
ADGRG2,adgrg2a,9,2,16,81.82
ADGRG6,adgrg6,1,3,22,25.0
ADGRG7,adgrg7.2,3,5,16,37.5
ADGRL1,adgrl1a,19,2,1,90.48
ADGRL2,adgrl2a,18,2,0,90.0
ADGRL2,adgrl2b.1,0,1,19,0.0
ADGRL3,adgrl3.1,19,1,4,95.0
ADGRL4,adgrl4,20,2,3,90.91
ADORA1,adora1b,1,3,24,25.0
ADORA2A,adora2aa,0,2,23,0.0
ADORA2A,adora2ab,0,6,19,0.0
ADORA2B,adora2b,2,5,21,28.57
ADRA1A,adra1aa,1,3,20,25.0
ADRA1A,adra1ab,1,2,21,33.33
ADRA1B,adra1ba,1,2,23,33.33
ADRA1B,adra1bb,0,7,19,0.0
ADRA1D,adra1d,0,4,20,0.0
ADRA2A,adra2a,0,2,21,0.0
ADRA2B,adra2b,2,3,21,40.0
ADRA2C,adra2c,7,1,14,87.5
ADRB1,adrb1,0,0,27,0.0
ADRB2,adrb2a,0,9,14,0.0
ADRB2,adrb2b,0,7,16,0.0
ADRB3,adrb3a,19,2,6,90.48
ADRB3,adrb3b,7,3,17,70.0
AGTR1,agtr1a,0,3,18,0.0
AGTR1,agtr1b,0,4,17,0.0
AGTR2,agtr2,0,3,23,0.0
APLNR,aplnra,0,2,25,0.0
APLNR,aplnrb,0,3,24,0.0
AVPR1A,avpr1aa,0,2,23,0.0
AVPR1A,avpr1ab,0,3,22,0.0
AVPR2,avpr2aa,1,2,16,33.33
AVPR2,avpr2ab,0,2,17,0.0
BDKRB1,bdkrb1,0,0,23,0.0
C5AR1,c5ar1,0,4,20,0.0
CALCR,calcr,20,1,4,95.24
CALCRL,calcrla,21,3,0,87.5
CALCRL,calcrlb,20,3,1,86.96
CASR,casr,1,1,19,50.0
CCKAR,cckar,0,0,21,0.0
CCKBR,cckbra,0,4,21,0.0
CCR10,ccr10,1,1,23,50.0
CCR2,ccr2,0,3,22,0.0
CCR6,ccr6a,0,3,21,0.0
CCR6,ccr6b,3,2,19,60.0
CCR7,ccr7,15,4,6,78.95
CCR8,ccr8.1,3,1,19,75.0
CCR9,ccr9a,0,0,26,0.0
CCR9,ccr9b,1,4,21,20.0
CELSR1,celsr1a,0,0,1,0.0
CELSR1,celsr1b,0,0,1,0.0
CELSR3,celsr3,0,0,0,0.0
CHRM1,chrm1a,0,2,18,0.0
CHRM2,chrm2a,0,4,17,0.0
CHRM2,chrm2b,2,1,18,66.67
CHRM3,chrm3a,1,4,21,20.0
CHRM3,chrm3b,0,6,20,0.0
CHRM4,chrm4a,1,2,17,33.33
CHRM4,chrm4b,1,2,17,33.33
CHRM5,chrm5a,1,5,20,16.67
CHRM5,chrm5b,0,2,24,0.0
CMKLR1,cmklr1,0,6,17,0.0
