human gene,zebrafish gene,matched,mismatched,failed alignments,% similarity
ACKR3,ackr3a,14,1,2,93.33
ACKR3,ackr3b,11,2,4,84.62
ACKR4,ackr4b,14,3,2,82.35
ADCYAP1R1,adcyap1r1a,0,0,10,0.0
ADGRA1,adgra1a,0,2,24,0.0
ADGRA2,adgra2,0,1,15,0.0
ADGRA3,adgra3,8,0,15,100.0
ADGRB1,adgrb1a,9,3,17,75.0
ADGRB1,adgrb1b,14,2,13,87.5
ADGRB2,adgrb2,3,2,22,60.0
ADGRB3,adgrb3,0,1,11,0.0
ADGRD1,adgrd1,0,0,26,0.0
ADGRD2,adgrd2,1,3,18,25.0
ADGRE5,adgre5a,0,0,21,0.0
ADGRE5,adgre5b.2,1,3,17,25.0
ADGRE5,adgre5b.3,1,1,19,50.0
ADGRF3,adgrf3a,0,2,19,0.0
ADGRF3,adgrf3b,1,4,16,20.0
ADGRG1,adgrg1,0,0,22,0.0
ADGRG2,adgrg2a,0,3,20,0.0
ADGRG4,adgrg4a,0,3,21,0.0
ADGRG4,adgrg4b,0,3,21,0.0
ADGRG6,adgrg6,2,0,14,100.0
ADGRG7,adgrg7.2,0,3,18,0.0
ADGRL1,adgrl1a,0,3,14,0.0
ADGRL2,adgrl2a,0,2,11,0.0
ADGRL2,adgrl2b.1,0,0,13,0.0
ADGRL4,adgrl4,3,1,18,75.0
ADORA1,adora1b,20,0,2,100.0
ADORA2A,adora2aa,22,2,0,91.67
ADORA2A,adora2ab,2,2,20,50.0
ADORA2B,adora2b,24,0,1,100.0
ADRA1A,adra1aa,19,1,1,95.0
ADRA1A,adra1ab,16,4,1,80.0
ADRA1B,adra1ba,17,3,1,85.0
ADRA1B,adra1bb,16,3,2,84.21
ADRA1D,adra1d,13,1,7,92.86
ADRA2A,adra2a,20,1,2,95.24
ADRA2B,adra2b,20,1,0,95.24
ADRA2C,adra2c,19,1,1,95.0
ADRB1,adrb1,18,2,0,90.0
ADRB2,adrb2a,17,2,1,89.47
ADRB2,adrb2b,18,2,0,90.0
ADRB3,adrb3a,16,4,0,80.0
ADRB3,adrb3b,16,4,0,80.0
AGTR1,agtr1a,10,5,4,66.67
AGTR1,agtr1b,10,5,4,66.67
AGTR2,agtr2,14,3,3,82.35
APLNR,aplnra,14,5,2,73.68
APLNR,aplnrb,13,5,3,72.22
AVPR1A,avpr1aa,16,1,2,94.12
AVPR1A,avpr1ab,17,1,1,94.44
AVPR2,avpr2aa,12,3,5,80.0
AVPR2,avpr2ab,12,4,4,75.0
BDKRB1,bdkrb1,13,5,3,72.22
C5AR1,c5ar1,6,8,5,42.86
CALCR,calcr,0,5,22,0.0
CALCRL,calcrla,0,3,23,0.0
CALCRL,calcrlb,1,3,22,25.0
CASR,casr,0,1,2,0.0
CCKAR,cckar,14,6,0,70.0
CCKBR,cckbra,12,5,2,70.59
CCR10,ccr10,3,5,9,37.5
CCR2,ccr2,7,9,6,43.75
CCR6,ccr6a,5,7,8,41.67
CCR6,ccr6b,4,7,9,36.36
CCR7,ccr7,11,6,4,64.71
CCR8,ccr8.1,8,6,7,57.14
CCR9,ccr9a,12,3,4,80.0
CCR9,ccr9b,12,5,2,70.59
CELSR1,celsr1a,0,4,20,0.0
CELSR1,celsr1b,0,5,19,0.0
CELSR3,celsr3,0,0,1,0.0
CHRM1,chrm1a,17,1,1,94.44
CHRM2,chrm2a,19,0,2,100.0
CHRM2,chrm2b,18,0,3,100.0
CHRM3,chrm3a,20,2,0,90.91
CHRM3,chrm3b,16,3,3,84.21
CHRM4,chrm4a,18,1,1,94.74
CHRM4,chrm4b,18,1,1,94.74
CHRM5,chrm5a,18,1,1,94.74
CHRM5,chrm5b,18,1,1,94.74
CMKLR1,cmklr1,12,7,3,63.16
CMKLR2,cmklr2,12,4,2,75.0
CNR1,cnr1,21,1,2,95.45
CNR2,cnr2,16,3,3,84.21
CRHR1,crhr1,11,0,7,100.0
CXCR1,cxcr1,9,6,5,60.0
CXCR2,cxcr2,12,7,1,63.16
CXCR3,cxcr3.1,12,5,2,70.59
CXCR3,cxcr3.2,7,8,4,46.67
CXCR4,cxcr4a,15,1,4,93.75
CXCR4,cxcr4b,13,3,4,81.25
CXCR5,cxcr5,7,9,5,43.75
CYSLTR1,cysltr1,15,1,2,93.75
DRD1,drd1a,19,1,0,95.0
DRD1,drd1b,19,1,0,95.0
DRD2,drd2a,20,0,1,100.0
DRD2,drd2b,19,0,2,100.0
DRD3,drd3,18,1,1,94.74
DRD4,drd4a,19,2,0,90.48
DRD4,drd4b,19,2,0,90.48
EDNRA,ednraa,21,1,0,95.45
EDNRA,ednrab,18,1,3,94.74
EDNRB,ednrba,22,0,1,100.0
EDNRB,ednrbb,19,3,1,86.36
F2R,f2r,18,2,3,90.0
F2RL1,f2rl1.1,17,3,1,85.0
F2RL1,f2rl1.2,17,3,1,85.0
F2RL2,f2rl2,12,6,3,66.67
FPR1,fpr1,5,7,6,41.67
FSHR,fshr,0,3,19,0.0
FZD1,fzd1,0,3,24,0.0
FZD10,fzd10,1,5,19,16.67
FZD2,fzd2,5,4,14,55.56
FZD3,fzd3a,25,0,1,100.0
FZD3,fzd3b,1,5,20,16.67
FZD4,fzd4,0,3,22,0.0
FZD5,fzd5,1,2,25,33.33
FZD6,fzd6,1,3,23,25.0
FZD7,fzd7a,0,9,16,0.0
FZD7,fzd7b,0,3,22,0.0
FZD8,fzd8a,0,5,25,0.0
FZD8,fzd8b,0,3,27,0.0
FZD9,fzd9a,1,4,19,20.0
FZD9,fzd9b,0,5,19,0.0
GABBR1,gabbr1a,0,3,14,0.0
GABBR1,gabbr1b,0,1,16,0.0
GABBR2,gabbr2,0,3,15,0.0
GALR1,galr1a,20,0,0,100.0
GALR1,galr1b,13,3,4,81.25
GALR2,galr2a,19,3,1,86.36
GALR2,galr2b,20,3,0,86.96
GCGR,gcgra,0,2,11,0.0
GCGR,gcgrb,0,2,11,0.0
GHRHR,ghrhra,0,0,17,0.0
GHRHR,ghrhrb,0,1,16,0.0
GHSR,ghsra,15,0,4,100.0
GHSR,ghsrb,17,0,2,100.0
GIPR,gipr,0,1,18,0.0
GPBAR1,gpbar1,2,3,15,40.0
GPER1,gper1,6,1,11,85.71
GPR101,gpr101,10,10,1,50.0
GPR12,gpr12,15,4,3,78.95
GPR132,gpr132a,11,3,6,78.57
GPR132,gpr132b,12,3,5,80.0
GPR135,gpr135,4,7,9,36.36
GPR139,gpr139,17,0,3,100.0
GPR142,gpr142,7,1,6,87.5
GPR146,gpr146,12,4,2,75.0
GPR151,gpr151,13,6,5,68.42
GPR153,gpr153,3,0,19,100.0
GPR156,gpr156,0,3,11,0.0
GPR158,gpr158a,0,3,21,0.0
GPR158,gpr158b,0,4,20,0.0
GPR160,gpr160,1,0,26,100.0
GPR161,gpr161b,7,3,16,70.0
GPR17,gpr17,18,2,2,90.0
GPR171,gpr171,14,5,1,73.68
GPR173,gpr173,23,0,2,100.0
GPR174,gpr174,17,0,5,100.0
GPR176,gpr176,9,4,3,69.23
GPR18,gpr18,15,3,8,83.33
GPR183,gpr183a,13,3,5,81.25
GPR183,gpr183b,15,2,4,88.24
GPR19,gpr19,12,10,1,54.55
GPR20,gpr20,13,4,4,76.47
GPR22,gpr22a,21,2,1,91.3
GPR22,gpr22b,21,1,2,95.45
GPR25,gpr25,12,2,6,85.71
GPR26,gpr26,18,4,3,81.82
GPR27,gpr27,11,4,4,73.33
GPR3,gpr3,9,3,12,75.0
GPR34,gpr34a,16,2,3,88.89
GPR34,gpr34b,17,1,3,94.44
GPR35,gpr35.1,3,2,13,60.0
GPR37,gpr37a,16,1,0,94.12
GPR37,gpr37b,16,0,1,100.0
GPR37L1,gpr37l1a,13,4,2,76.47
GPR37L1,gpr37l1b,15,1,3,93.75
GPR39,gpr39,14,6,1,70.0
GPR4,gpr4,21,0,0,100.0
GPR45,gpr45,18,2,2,90.0
GPR52,gpr52,22,1,2,95.65
GPR55,gpr55a,1,0,19,100.0
GPR6,gpr6,13,1,7,92.86
GPR61,gpr61,18,3,1,85.71
GPR63,gpr63,21,1,3,95.45
GPR65,gpr65,9,7,7,56.25
GPR75,gpr75,0,2,23,0.0
GPR78,gpr78a,15,8,3,65.22
GPR78,gpr78b,14,6,6,70.0
GPR84,gpr84,17,1,8,94.44
GPR85,gpr85,0,5,17,0.0
GPRC5B,gprc5ba,1,1,25,50.0
GPRC5B,gprc5bb,0,4,23,0.0
GPRC5C,gprc5c,0,0,0,0.0
GPRC6A,gprc6a,0,4,20,0.0
GRM1,grm1a,0,6,21,0.0
GRM1,grm1b,0,4,23,0.0
GRM2,grm2a,1,0,27,100.0
GRM2,grm2b,0,4,24,0.0
GRM3,grm3,0,4,21,0.0
GRM4,grm4,3,1,13,75.0
GRM5,grm5a,0,0,24,0.0
GRM5,grm5b,0,3,21,0.0
GRM6,grm6a,0,0,18,0.0
GRM6,grm6b,0,3,15,0.0
GRM8,grm8a,0,3,26,0.0
GRM8,grm8b,0,3,26,0.0
HCAR1,hcar1-1,10,2,9,83.33
HCAR1,hcar1-2,3,0,18,100.0
HCRTR2,hcrtr2,18,3,1,85.71
HRH1,hrh1,0,4,12,0.0
HRH2,hrh2a,15,4,3,78.95
HRH2,hrh2b,13,7,2,65.0
HRH3,hrh3,21,1,1,95.45
HTR1A,htr1aa,19,0,0,100.0
HTR1A,htr1ab,17,2,0,89.47
HTR1B,htr1b,17,3,0,85.0
HTR1D,htr1d,18,2,2,90.0
HTR1F,htr1fa,18,1,1,94.74
HTR1F,htr1fb,16,4,0,80.0
HTR2A,htr2ab,18,2,0,90.0
HTR2B,htr2b,17,2,2,89.47
HTR4,htr4,20,0,0,100.0
HTR5A,htr5aa,20,0,0,100.0
HTR5A,htr5ab,19,1,0,95.0
HTR6,htr6,19,1,0,95.0
HTR7,htr7a,21,0,0,100.0
KISS1R,kiss1ra,15,5,3,75.0
KISS1R,kiss1rb,15,4,4,78.95
LGR4,lgr4,16,1,7,94.12
LGR6,lgr6,8,5,12,61.54
LHCGR,lhcgr,12,3,5,80.0
LPAR1,lpar1,17,0,1,100.0
LPAR2,lpar2a,11,5,3,68.75
LPAR2,lpar2b,14,3,2,82.35
LPAR3,lpar3,20,3,1,86.96
LPAR4,lpar4,17,2,2,89.47
LPAR5,lpar5a,8,9,5,47.06
LPAR5,lpar5b,6,5,11,54.55
LPAR6,lpar6a,19,0,2,100.0
LPAR6,lpar6b,17,2,2,89.47
LTB4R,ltb4r,16,5,0,76.19
LTB4R2,ltb4r2a,15,9,0,62.5
LTB4R2,ltb4r2b,14,10,0,58.33
MC1R,mc1r,9,2,7,81.82
MC2R,mc2r,4,2,12,66.67
MC3R,mc3r,21,1,0,95.45
MC4R,mc4r,15,2,4,88.24
MC5R,mc5ra,18,0,1,100.0
MC5R,mc5rb,17,1,1,94.44
MCHR1,mchr1a,14,4,3,77.78
MCHR1,mchr1b,14,5,2,73.68
MCHR2,mchr2a,15,4,1,78.95
MCHR2,mchr2b,0,1,19,0.0
MLNR,mlnr,11,5,3,68.75
